tr2000gj,tr2000ge,tr2010gj,tr2010ge,parea,wt_pop,wt_adult,wt_fam,wt_hh,wt_hu,wt_ownhu,wt_renthu
G5300410970400,53041970400,G5300410970400,53041970400,0.9999527703,0.9999781997,0.9999785834,0.9999739828,0.9999798217,0.9999808942,0.9999731975,0.9999932749
G5300410970400,53041970400,G5300670012620,53067012620,0.0000098872,0.0000001914,0.0000001789,0.000000216,0.000000174,0.0000001659,0.0000002193,0.0000000818
G5300410970400,53041970400,G5300670012710,53067012710,0.0000311978,0.000021609,0.0000212377,0.0000258012,0.0000200044,0.0000189399,0.0000265831,0.0000066433
G5300410970400,53041970400,G5300670012720,53067012720,0.0000061446,0,0,0,0,0,0,0
G5300410970500,53041970500,G5300410970500,53041970500,1,1,1,1,1,1,1,1
G5300410970600,53041970600,G5300410970600,53041970600,1,1,1,1,1,1,1,1
G5300410970700,53041970700,G5300410970700,53041970700,1,1,1,1,1,1,1,1
G5300410970800,53041970800,G5300410970800,53041970800,1,1,1,1,1,1,1,1
G5300410970900,53041970900,G5300410970900,53041970900,1,1,1,1,1,1,1,1
G5300410971000,53041971000,G5300410971000,53041971000,1,1,1,1,1,1,1,1
G5300410971100,53041971100,G5300410971100,53041971100,0.9999993526,1,1,1,1,1,1,1
G5300410971100,53041971100,G5300670012520,53067012520,0.0000005253,0,0,0,0,0,0,0
G5300410971100,53041971100,G5300670012620,53067012620,0.0000001221,0,0,0,0,0,0,0
G5300410971200,53041971200,G5300410971200,53041971200,1,1,1,1,1,1,1,1
G5300410971300,53041971300,G5300410971300,53041971300,1,1,1,1,1,1,1,1
G5300410971400,53041971400,G5300410971400,53041971400,1,1,1,1,1,1,1,1
G5300410971500,53041971500,G5300150002001,53015002001,0.0003004891,0,0,0,0,0,0,0
G5300410971500,53041971500,G5300410971500,53041971500,0.9996109474,1,1,1,1,1,1,1
G5300410971500,53041971500,G5300490950400,53049950400,0.0000885635,0,0,0,0,0,0,0
G5300410971600,53041971600,G5300150002001,53015002001,0.000467306,0.0001328384,0.0001759347,0.0001801853,0.0001999356,0.0002447225,0.0002579592,0.0000019157
G5300410971600,53041971600,G5300410971600,53041971600,0.999532694,0.9998671616,0.9998240653,0.9998198147,0.9998000644,0.9997552775,0.9997420408,0.9999980843
G5300410971700,53041971700,G5300150001800,53015001800,0.0000010993,0,0,0,0,0,0,0
G5300410971700,53041971700,G5300410971700,53041971700,0.9999989007,1,1,1,1,1,1,1
G5300410971800,53041971800,G5300410971800,53041971800,0.999968108,0.9999986178,0.9999987319,0.9999988122,0.9999986267,0.9999986348,0.9999982846,1
G5300410971800,53041971800,G5300410972000,53041972000,0.0000011242,0,0,0,0,0,0,0
G5300410971800,53041971800,G5300530073200,53053073200,0,0,0,0,0,0,0,0
G5300410971800,53041971800,G5300670012510,53067012510,0.0000307678,0.0000013822,0.0000012681,0.0000011878,0.0000013733,0.0000013652,0.0000017154,0
G5300410971900,53041971900,G5300150001800,53015001800,0.0000001723,0,0,0,0,0,0,0
G5300410971900,53041971900,G5300410971900,53041971900,0.999985213,1,1,1,1,1,1,1
G5300410971900,53041971900,G5300590950100,53059950100,0.0000146147,0,0,0,0,0,0,0
G5300410972000,53041972000,G5300410972000,53041972000,0.999965682,0.9999982015,0.9999978682,0.9999981245,0.9999977787,0.9999957384,0.9999978204,0.9999976377
G5300410972000,53041972000,G5300590950100,53059950100,0.0000018107,0.0000000007,0.0000000006,0.0000000007,0.0000000005,0.0000000004,0.0000000003,0.0000000014
G5300410972000,53041972000,G5300770003001,53077003001,0.0000325073,0.0000017978,0.0000021312,0.0000018748,0.0000022208,0.0000042612,0.0000021794,0.0000023609
G5300430960100,53043960100,G5300430960100,53043960100,1,1,1,1,1,1,1,1
G5300430960200,53043960200,G5300430960200,53043960200,1,1,1,1,1,1,1,1
G5300430960300,53043960300,G5300430960300,53043960300,1,1,1,1,1,1,1,1
G5300430960400,53043960400,G5300430960400,53043960400,1,1,1,1,1,1,1,1
G5300450960100,53045960100,G5300450960100,53045960100,1,1,1,1,1,1,1,1
G5300450960200,53045960200,G5300450960200,53045960200,1,1,1,1,1,1,1,1
G5300450960300,53045960300,G5300450960300,53045960300,1,1,1,1,1,1,1,1
G5300450960400,53045960400,G5300450960400,53045960400,1,1,1,1,1,1,1,1
G5300450960500,53045960500,G5300450960500,53045960500,1,1,1,1,1,1,1,1
G5300450960600,53045960600,G5300450960600,53045960600,1,1,1,1,1,1,1,1
G5300450960700,53045960700,G5300450960700,53045960700,1,1,1,1,1,1,1,1
G5300450960800,53045960800,G5300450960800,53045960800,1,1,1,1,1,1,1,1
G5300450960900,53045960900,G5300450960900,53045960900,1,1,1,1,1,1,1,1
G5300450961000,53045961000,G5300450961000,53045961000,1,1,1,1,1,1,1,1
G5300450961100,53045961100,G5300450961100,53045961100,1,1,1,1,1,1,1,1
G5300450961200,53045961200,G5300450961200,53045961200,1,1,1,1,1,1,1,1
G5300450961300,53045961300,G5300450961300,53045961300,1,1,1,1,1,1,1,1
G5300450961400,53045961400,G5300450940000,53045940000,1,1,1,1,1,1,1,1
G5300470970100,53047970100,G5300170950100,53017950100,0.0000001061,0,0,0,0,0,0,0
G5300470970100,53047970100,G5300470940100,53047940100,0.9999998939,1,1,1,1,1,1,1
G5300470970200,53047970200,G5300470940200,53047940200,1,1,1,1,1,1,1,1
G5300470970300,53047970300,G5300190970200,53019970200,0.0000006745,0,0,0,0,0,0,0
G5300470970300,53047970300,G5300470970300,53047970300,0.9999993255,1,1,1,1,1,1,1
G5300470970400,53047970400,G5300470970400,53047970400,0.9999968866,1,1,1,1,1,1,1
G5300470970400,53047970400,G5300470970500,53047970500,0.0000031134,0,0,0,0,0,0,0
G5300470970500,53047970500,G5300470970500,53047970500,1,1,1,1,1,1,1,1
G5300470970600,53047970600,G5300470970600,53047970600,1,1,1,1,1,1,1,1
G5300470970700,53047970700,G5300470970700,53047970700,1,1,1,1,1,1,1,1
G5300470970800,53047970800,G5300470970800,53047970800,1,1,1,1,1,1,1,1
G5300470970900,53047970900,G5300470970900,53047970900,1,1,1,1,1,1,1,1
G5300470971000,53047971000,G5300470971000,53047971000,1,1,1,1,1,1,1,1
G5300490950200,53049950200,G5300490950200,53049950200,1,1,1,1,1,1,1,1
G5300490950300,53049950300,G5300490950300,53049950300,1,1,1,1,1,1,1,1
G5300490950300,53049950300,G5300490990100,53049990100,0,0,0,0,0,0,0,0
G5300490950400,53049950400,G5300410970100,53041970100,0.0001530634,0,0,0,0,0,0,0
G5300490950400,53049950400,G5300410971500,53041971500,0.0005046562,0.0000268783,0.0000310488,0.0000212022,0.0000306987,0.0000263948,0.0000228023,0.000063467
G5300490950400,53049950400,G5300490950400,53049950400,0.9993422805,0.9999731217,0.9999689512,0.9999787978,0.9999693013,0.9999736052,0.9999771977,0.999936533
G5300490950500,53049950500,G5300490950500,53049950500,1,1,1,1,1,1,1,1
G5300490950500,53049950500,G5300490990100,53049990100,0,0,0,0,0,0,0,0
G5300490950600,53049950600,G5300490950600,53049950600,1,1,1,1,1,1,1,1
G5300490950600,53049950600,G5300490990100,53049990100,0,0,0,0,0,0,0,0
G5300490950700,53049950700,G5300490950700,53049950700,1,1,1,1,1,1,1,1
G5300490950700,53049950700,G5300490990100,53049990100,0,0,0,0,0,0,0,0
G5300490950800,53049950800,G5300490950800,53049950800,1,1,1,1,1,1,1,1
G5300490950800,53049950800,G5300490990100,53049990100,0,0,0,0,0,0,0,0
G5300510970100,53051970100,G5300510970100,53051970100,1,1,1,1,1,1,1,1
G5300510970200,53051970200,G5300510970200,53051970200,1,1,1,1,1,1,1,1
G5300510970300,53051970300,G5300510970300,53051970300,1,1,1,1,1,1,1,1
G5300510970400,53051970400,G5300510970400,53051970400,1,1,1,1,1,1,1,1
G5300510970500,53051970500,G5300510970500,53051970500,1,1,1,1,1,1,1,1
G5300530060102,53053060102,G5300330030304,53033030304,0.0073675289,0.0006740884,0.0007240477,0.0007025895,0.0007542958,0.0007312735,0.0007777389,0.0006125976
G5300530060102,53053060102,G5300330030312,53033030312,0.020969594,0.0052999133,0.0051643384,0.0049609197,0.0050389875,0.0049775932,0.0047901477,0.0065430636
G5300530060102,53053060102,G5300530940002,53053940002,0.0003196439,0.0000841076,0.0000843203,0.0000875872,0.0000876469,0.0000996784,0.0000864325,0.000094987
G5300530060102,53053060102,G5300530940005,53053940005,0.9713432333,0.9939418908,0.9940272936,0.9942489036,0.9941190698,0.994191455,0.9943456809,0.9927493518
G5300530060103,53053060103,G5300530940001,53053940001,0.0199275629,0.0079588117,0.0081243181,0.0080701259,0.0084512533,0.0086296182,0.0086975666,0.0056436824
G5300530060103,53053060103,G5300530940011,53053940011,0.9800724371,0.9920411883,0.9918756819,0.9919298741,0.9915487467,0.9913703818,0.9913024334,0.9943563176
G5300530060104,53053060104,G5300330030306,53033030306,0.0057550837,0.0015631123,0.0014926181,0.0015993479,0.001377404,0.0012533503,0.0018723451,0.0003700696
G5300530060104,53053060104,G5300530940008,53053940008,0.9942449163,0.9984368877,0.9985073819,0.9984006521,0.998622596,0.9987466497,0.9981276549,0.9996299304
G5300530060200,53053060200,G5300530060200,53053060200,1,1,1,1,1,1,1,1
G5300530060300,53053060300,G5300530060300,53053060300,1,1,1,1,1,1,1,1
G5300530060400,53053060400,G5300530060400,53053060400,1,1,1,1,1,1,1,1
G5300530060500,53053060500,G5300530060500,53053060500,1,1,1,1,1,1,1,1
G5300530060600,53053060600,G5300530060600,53053060600,1,1,1,1,1,1,1,1
G5300530060700,53053060700,G5300530060700,53053060700,1,1,1,1,1,1,1,1
G5300530060800,53053060800,G5300530060800,53053060800,1,1,1,1,1,1,1,1
G5300530060903,53053060903,G5300530060903,53053060903,1,1,1,1,1,1,1,1
G5300530060904,53053060904,G5300530060904,53053060904,1,1,1,1,1,1,1,1
G5300530060905,53053060905,G5300530060905,53053060905,1,1,1,1,1,1,1,1
G5300530060906,53053060906,G5300530060906,53053060906,1,1,1,1,1,1,1,1
G5300530061001,53053061001,G5300530061001,53053061001,0.9945444908,0.9989384289,0.9986902423,0.9989583333,0.9983098592,0.9984084881,0.9981203008,0.9985935302
G5300530061001,53053061001,G5300530072309,53053072309,0.0054555092,0.0010615711,0.0013097577,0.0010416667,0.0016901408,0.0015915119,0.0018796992,0.0014064698
G5300530061002,53053061002,G5300530061002,53053061002,1,1,1,1,1,1,1,1
G5300530061100,53053061100,G5300530061100,53053061100,1,1,1,1,1,1,1,1
G5300530061200,53053061200,G5300530061200,53053061200,1,1,1,1,1,1,1,1
G5300530061300,53053061300,G5300530061300,53053061300,1,1,1,1,1,1,1,1
G5300530061400,53053061400,G5300530061400,53053061400,1,1,1,1,1,1,1,1
G5300530061500,53053061500,G5300530061500,53053061500,1,1,1,1,1,1,1,1
G5300530061601,53053061601,G5300530061601,53053061601,1,1,1,1,1,1,1,1
G5300530061602,53053061602,G5300530061602,53053061602,1,1,1,1,1,1,1,1
G5300530061700,53053061700,G5300530061700,53053061700,1,1,1,1,1,1,1,1
G5300530061800,53053061800,G5300530061800,53053061800,1,1,1,1,1,1,1,1
G5300530061900,53053061900,G5300530061900,53053061900,1,1,1,1,1,1,1,1
G5300530062000,53053062000,G5300530062000,53053062000,1,1,1,1,1,1,1,1
G5300530062100,53053062100,G5300530940002,53053940002,0.0015708069,0,0,0,0,0,0,0
G5300530062100,53053062100,G5300530940007,53053940007,0.9984291931,1,1,1,1,1,1,1
G5300530062200,53053062200,G5300530940006,53053940006,1,1,1,1,1,1,1,1
G5300530062300,53053062300,G5300530062300,53053062300,1,1,1,1,1,1,1,1
G5300530062400,53053062400,G5300530062400,53053062400,1,1,1,1,1,1,1,1
G5300530062500,53053062500,G5300530062500,53053062500,1,1,1,1,1,1,1,1
G5300530062600,53053062600,G5300530062600,53053062600,1,1,1,1,1,1,1,1
G5300530062801,53053062801,G5300530062801,53053062801,0.9996751808,1,1,1,1,1,1,1
G5300530062801,53053062801,G5300530072305,53053072305,0.0003248192,0,0,0,0,0,0,0
G5300530062802,53053062802,G5300530062802,53053062802,1,1,1,1,1,1,1,1
G5300530062900,53053062900,G5300530062900,53053062900,1,1,1,1,1,1,1,1
G5300530063000,53053063000,G5300530063000,53053063000,0.99865482,0.9991554608,0.9990060944,0.9990101372,0.9992388785,0.9992787046,0.9990685976,0.9994776303
G5300530063000,53053063000,G5300530071808,53053071808,0.00134518,0.0008445392,0.0009939056,0.0009898628,0.0007611215,0.0007212954,0.0009314024,0.0005223697
G5300530063100,53053063100,G5300530063100,53053063100,1,1,1,1,1,1,1,1
G5300530063200,53053063200,G5300530063200,53053063200,1,1,1,1,1,1,1,1
G5300530063300,53053063300,G5300530063300,53053063300,1,1,1,1,1,1,1,1
G5300530063400,53053063400,G5300530063400,53053063400,0.9998971703,0.9999365857,0.9999413292,0.9999317602,0.9999489966,0.9999465485,0.9999327683,0.9999768891
G5300530063400,53053063400,G5300530071602,53053071602,0.0001028297,0.0000634143,0.0000586708,0.0000682398,0.0000510034,0.0000534515,0.0000672317,0.0000231109
G5300530063501,53053063501,G5300530063501,53053063501,1,1,1,1,1,1,1,1
G5300530063502,53053063502,G5300530063502,53053063502,1,1,1,1,1,1,1,1
G5300530070100,53053070100,G5300530070100,53053070100,0.9999935927,0.9999427151,0.9999440037,0.9999317486,0.9999385737,0.9999452413,0.9999331246,0.9999645618
G5300530070100,53053070100,G5300530073118,53053073118,0.0000064073,0.0000572849,0.0000559963,0.0000682514,0.0000614263,0.0000547587,0.0000668754,0.0000354382
G5300530070203,53053070203,G5300530070203,53053070203,1,1,1,1,1,1,1,1
G5300530070204,53053070204,G5300530070204,53053070204,0.9978916194,0.9905738841,0.9885466035,0.9906152242,0.9898674981,0.9887724551,0.9893522626,0.9935897436
G5300530070204,53053070204,G5300530070205,53053070205,0.0021083806,0.0094261159,0.0114533965,0.0093847758,0.0101325019,0.0112275449,0.0106477374,0.0064102564
G5300530070205,53053070205,G5300530070205,53053070205,1,1,1,1,1,1,1,1
G5300530070206,53053070206,G5300530070206,53053070206,1,1,1,1,1,1,1,1
G5300530070207,53053070207,G5300530070207,53053070207,1,1,1,1,1,1,1,1
G5300530070303,53053070303,G5300530070312,53053070312,0.3754053583,0.1564828307,0.1610851795,0.1651458232,0.1625018704,0.1619391028,0.169071762,0.1166192838
G5300530070303,53053070303,G5300530070313,53053070313,0.6245946417,0.8435171693,0.8389148205,0.8348541768,0.8374981296,0.8380608972,0.830928238,0.8833807162
G5300530070306,53053070306,G5300330031000,53033031000,0.0015685954,0.0004400542,0.0004840168,0.0005167939,0.0004976009,0.0005177466,0.0005087782,0.0003877381
G5300530070306,53053070306,G5300530070314,53053070314,0.2358110878,0.4761445801,0.482387018,0.484025593,0.4763399728,0.4699426814,0.4907581409,0.3346221555
G5300530070306,53053070306,G5300530070315,53053070315,0.5626930487,0.4736685502,0.4655340248,0.4639395279,0.4715624473,0.478701937,0.4591451991,0.5936129938
G5300530070306,53053070306,G5300530070316,53053070316,0.199927268,0.0497468155,0.0515949404,0.0515180851,0.0515999791,0.0508376351,0.0495878818,0.0713771126
G5300530070307,53053070307,G5300330031000,53033031000,0.0005216283,0,0,0,0,0,0,0
G5300530070307,53053070307,G5300530070307,53053070307,0.9985236428,1,1,1,1,1,1,1
G5300530070307,53053070307,G5300530070309,53053070309,0.0009547289,0,0,0,0,0,0,0
G5300530070308,53053070308,G5300530070308,53053070308,1,1,1,1,1,1,1,1
G5300530070309,53053070309,G5300530070307,53053070307,0.0000229634,0,0,0,0,0,0,0
G5300530070309,53053070309,G5300530070309,53053070309,0.9999770366,1,1,1,1,1,1,1
G5300530070310,53053070310,G5300530070310,53053070310,1,1,1,1,1,1,1,1
G5300530070311,53053070311,G5300530070311,53053070311,1,1,1,1,1,1,1,1
G5300530070401,53053070401,G5300530070401,53053070401,1,1,1,1,1,1,1,1
G5300530070402,53053070402,G5300530070403,53053070403,0.7350394817,0.6194415719,0.6335441132,0.6115702479,0.6443538999,0.6491712707,0.6113809854,0.8158844765
G5300530070402,53053070402,G5300530070404,53053070404,0.2649605183,0.3805584281,0.3664558868,0.3884297521,0.3556461001,0.3508287293,0.3886190146,0.1841155235
G5300530070500,53053070500,G5300530940010,53053940010,1,1,1,1,1,1,1,1
G5300530070600,53053070600,G5300330030902,53033030902,0.0009127989,0.009904337,0.0123692274,0.0176863161,0.0127555855,0.01162802,0.0106117896,0.0150333687
G5300530070600,53053070600,G5300330031000,53033031000,0.0000464471,0,0,0,0,0,0,0
G5300530070600,53053070600,G5300530073301,53053073301,0.999040754,0.990095663,0.9876307726,0.9823136839,0.9872444145,0.98837198,0.9893882104,0.9849666313
G5300530070701,53053070701,G5300530073500,53053073500,1,1,1,1,1,1,1,1
G5300530070703,53053070703,G5300330030304,53033030304,0.0023632081,0.0000425347,0.0000331519,0.0000285464,0.0000360484,0.0000457874,0.0000323993,0.0000406238
G5300530070703,53053070703,G5300330030403,53033030403,0.0092331632,0.0002723947,0.0002777377,0.0002846255,0.0002578398,0.0002740666,0.0003991325,0.0000806804
G5300530070703,53053070703,G5300530070703,53053070703,0.9884036287,0.9996850706,0.9996891105,0.999686828,0.9997061118,0.9996801459,0.9995684682,0.9998786958
G5300530070704,53053070704,G5300530940009,53053940009,0.9954123222,0.9988388016,0.9986117839,0.9983037401,0.9984780458,0.9984895874,0.9985814477,0.9980139119
G5300530070704,53053070704,G5300530940010,53053940010,0.0045876778,0.0011611984,0.0013882161,0.0016962599,0.0015219542,0.0015104126,0.0014185523,0.0019860881
G5300530070800,53053070800,G5300330030306,53033030306,0.0264178635,0.0042476533,0.0036376993,0.0039300293,0.0034846672,0.0036359049,0.0038040904,0.0025414429
G5300530070800,53053070800,G5300530940001,53053940001,0.9673215063,0.9901906555,0.9911078487,0.9908903526,0.9915932713,0.9914626994,0.99100464,0.9933314399
G5300530070800,53053070800,G5300530940011,53053940011,0.0062606302,0.0055616912,0.005254452,0.0051796181,0.0049220615,0.0049013957,0.0051912696,0.0041271172
G5300530070900,53053070900,G5300330030304,53033030304,0.0072209004,0.0017087844,0.0017317053,0.0018645597,0.0016250095,0.0016172054,0.0029410477,0.0008291934
G5300530070900,53053070900,G5300530940002,53053940002,0.7602874382,0.545429211,0.5369150851,0.5759707364,0.4968490719,0.4948516949,0.795729296,0.3161144422
G5300530070900,53053070900,G5300530940003,53053940003,0.2324916614,0.4528620046,0.4613532097,0.4221647039,0.5015259186,0.5035310997,0.2013296563,0.6830563643
G5300530070900,53053070900,G5300530940004,53053940004,0,0,0,0,0,0,0,0
G5300530071000,53053071000,G5300530940004,53053940004,1,1,1,1,1,1,1,1
G5300530071100,53053071100,G5300530071100,53053071100,1,1,1,1,1,1,1,1
G5300530071205,53053071205,G5300530071205,53053071205,1,1,1,1,1,1,1,1
G5300530071206,53053071206,G5300530071205,53053071205,0.0002259619,0.0003457893,0.0004643324,0.0006423436,0.0004490458,0.0004254118,0.0007244357,0
G5300530071206,53053071206,G5300530071206,53053071206,0.9997740381,0.9996542107,0.9995356676,0.9993576564,0.9995509542,0.9995745882,0.9992755643,1
G5300530071207,53053071207,G5300530071207,53053071207,1,1,1,1,1,1,1,1
G5300530071208,53053071208,G5300530071208,53053071208,1,1,1,1,1,1,1,1
G5300530071209,53053071209,G5300530071209,53053071209,1,1,1,1,1,1,1,1
G5300530071210,53053071210,G5300530071210,53053071210,1,1,1,1,1,1,1,1
G5300530071304,53053071304,G5300530071304,53053071304,1,1,1,1,1,1,1,1
G5300530071305,53053071305,G5300530071305,53053071305,1,1,1,1,1,1,1,1
G5300530071306,53053071306,G5300530071306,53053071306,1,1,1,1,1,1,1,1
G5300530071307,53053071307,G5300530071307,53053071307,1,1,1,1,1,1,1,1
G5300530071308,53053071308,G5300530071309,53053071309,0.3888048736,0.4455891838,0.4391869823,0.4310716902,0.4436982058,0.4410306674,0.4188895318,0.6143232632
G5300530071308,53053071308,G5300530071310,53053071310,0.6111951264,0.5544108162,0.5608130177,0.5689283098,0.5563017942,0.5589693326,0.5811104682,0.3856767368
G5300530071403,53053071403,G5300530071403,53053071403,0.973702543,1,1,1,1,1,1,1
G5300530071403,53053071403,G5300530072901,53053072901,0.0021962297,0,0,0,0,0,0,0
G5300530071403,53053071403,G5300530072906,53053072906,0.0241012273,0,0,0,0,0,0,0
G5300530071406,53053071406,G5300530071406,53053071406,1,1,1,1,1,1,1,1
G5300530071407,53053071407,G5300530071407,53053071407,1,1,1,1,1,1,1,1
G5300530071408,53053071408,G5300530071408,53053071408,1,1,1,1,1,1,1,1
G5300530071409,53053071409,G5300530071409,53053071409,1,1,1,1,1,1,1,1
G5300530071410,53053071410,G5300530071410,53053071410,0.9915927009,0.9993883422,0.9992699232,0.9994282523,0.9991477284,0.9991225135,0.9989117487,0.9997427486
G5300530071410,53053071410,G5300530071411,53053071411,0.0009181255,0.0002515231,0.0003002189,0.0002351115,0.0003504673,0.000360836,0.0004475057,0.0001057857
G5300530071410,53053071410,G5300530072906,53053072906,0.0074891736,0.0003601347,0.0004298579,0.0003366362,0.0005018044,0.0005166505,0.0006407455,0.0001514656
G5300530071411,53053071411,G5300530071411,53053071411,0.9978142889,0.9999114637,0.9999064239,0.9999124175,0.9999049491,0.9999104466,0.9999535779,0.9997148934
G5300530071411,53053071411,G5300530072906,53053072906,0.0021857111,0.0000885363,0.0000935761,0.0000875825,0.0000950509,0.0000895534,0.0000464221,0.0002851066
G5300530071503,53053071503,G5300530071503,53053071503,0.9929305839,0.9993789269,0.9993961676,0.999269828,0.9994241269,0.9994279236,0.9993915486,0.9994647301
G5300530071503,53053071503,G5300530072901,53053072901,0.0070694161,0.0006210731,0.0006038324,0.000730172,0.0005758731,0.0005720764,0.0006084514,0.0005352699
G5300530071504,53053071504,G5300530071504,53053071504,1,1,1,1,1,1,1,1
G5300530071505,53053071505,G5300530071505,53053071505,1,1,1,1,1,1,1,1
G5300530071506,53053071506,G5300530071506,53053071506,1,1,1,1,1,1,1,1
G5300530071601,53053071601,G5300530071601,53053071601,1,1,1,1,1,1,1,1
G5300530071602,53053071602,G5300530071602,53053071602,1,1,1,1,1,1,1,1
G5300530071703,53053071703,G5300530071703,53053071703,1,1,1,1,1,1,1,1
G5300530071704,53053071704,G5300530071704,53053071704,1,1,1,1,1,1,1,1
G5300530071705,53053071705,G5300530071705,53053071705,1,1,1,1,1,1,1,1
G5300530071706,53053071706,G5300530071706,53053071706,0.9864517562,1,1,1,1,1,1,1
G5300530071706,53053071706,G5300530072901,53053072901,0.0135482438,0,0,0,0,0,0,0
G5300530071707,53053071707,G5300530071707,53053071707,1,1,1,1,1,1,1,1
G5300530071803,53053071803,G5300530062900,53053062900,0.0016775834,0.0000870775,0.0000770111,0.0000577132,0.000072743,0.0000839837,0.0000990775,0.0000634652
G5300530071803,53053071803,G5300530071803,53053071803,0.9983224166,0.9999129225,0.9999229889,0.9999422868,0.999927257,0.9999160163,0.9999009225,0.9999365348
G5300530071804,53053071804,G5300530062900,53053062900,0.002487812,0.0016895577,0.0017152297,0.001635493,0.0018814882,0.0017805713,0.003216283,0.0009360086
G5300530071804,53053071804,G5300530071807,53053071807,0.6772098444,0.4994031039,0.5071519102,0.5037393162,0.5144715447,0.5094283149,0.4078431373,0.59
G5300530071804,53053071804,G5300530071808,53053071808,0.3203023436,0.4989073384,0.4911328601,0.4946251907,0.4836469671,0.4887911138,0.5889405798,0.4090639914
G5300530071805,53053071805,G5300530071805,53053071805,1,1,1,1,1,1,1,1
G5300530071806,53053071806,G5300530071806,53053071806,0.9838799711,1,1,1,1,1,1,1
G5300530071806,53053071806,G5300530072901,53053072901,0.0161200289,0,0,0,0,0,0,0
G5300530071901,53053071901,G5300530071901,53053071901,1,1,1,1,1,1,1,1
G5300530071902,53053071902,G5300530071902,53053071902,1,1,1,1,1,1,1,1
G5300530072000,53053072000,G5300530072000,53053072000,0.8769278116,0.9989061887,0.9989112984,0.9989323014,0.9988058673,0.998795014,0.998646366,0.9988496703
G5300530072000,53053072000,G5300530072901,53053072901,0.0034581098,0.0007013423,0.0007001873,0.000695362,0.0007311421,0.0007187429,0.0005518799,0.0007803719
G5300530072000,53053072000,G5300530072903,53053072903,0.1106420738,0.0002678495,0.0003114337,0.0002242447,0.0003763638,0.000408916,0.00039969,0.0003699578
G5300530072000,53053072000,G5300530072907,53053072907,0.0089720048,0.0001246196,0.0000770806,0.0001480918,0.0000866269,0.0000773271,0.000402064,0
G5300530072105,53053072105,G5300530072105,53053072105,0.9999815869,0.9999486775,0.999937947,1,1,1,1,1
G5300530072105,53053072105,G5300530072109,53053072109,0.0000184131,0.0000513225,0.000062053,0,0,0,0,0
G5300530072106,53053072106,G5300530072106,53053072106,1,1,1,1,1,1,1,1
G5300530072107,53053072107,G5300530072107,53053072107,1,1,1,1,1,1,1,1
G5300530072108,53053072108,G5300530072108,53053072108,0.9998317876,0.9999205853,0.9999362325,0.9999291125,0.9999299608,0.9999220814,0.999986148,0.9998285311
G5300530072108,53053072108,G5300530072903,53053072903,0.0001682124,0.0000794147,0.0000637675,0.0000708875,0.0000700392,0.0000779186,0.000013852,0.0001714689
G5300530072109,53053072109,G5300530072109,53053072109,1,1,1,1,1,1,1,1
G5300530072111,53053072111,G5300530072111,53053072111,1,1,1,1,1,1,1,1
G5300530072112,53053072112,G5300530072112,53053072112,0.996040961,0.999759415,0.9997509504,0.9997607887,0.9997390994,0.9997324532,0.9997885061,0.9996787392
G5300530072112,53053072112,G5300530072903,53053072903,0.003959039,0.000240585,0.0002490496,0.0002392113,0.0002609006,0.0002675468,0.0002114939,0.0003212608
G5300530072305,53053072305,G5300530072305,53053072305,1,1,1,1,1,1,1,1
G5300530072306,53053072306,G5300530072312,53053072312,0.4912246723,0.6600438653,0.65625,0.6313084112,0.6833660773,0.6929060361,0.4813477738,0.9245689655
G5300530072306,53053072306,G5300530072313,53053072313,0.5087753277,0.3399561347,0.34375,0.3686915888,0.3166339227,0.3070939639,0.5186522262,0.0754310345
G5300530072307,53053072307,G5300530072307,53053072307,1,1,1,1,1,1,1,1
G5300530072308,53053072308,G5300530072109,53053072109,0,0,0,0,0,0,0,0
G5300530072308,53053072308,G5300530072308,53053072308,1,1,1,1,1,1,1,1
G5300530072309,53053072309,G5300530072309,53053072309,1,1,1,1,1,1,1,1
G5300530072310,53053072310,G5300530072310,53053072310,1,1,1,1,1,1,1,1
G5300530072311,53053072311,G5300530072311,53053072311,1,1,1,1,1,1,1,1
G5300530072405,53053072405,G5300530072405,53053072405,1,1,1,1,1,1,1,1
G5300530072406,53053072406,G5300530072406,53053072406,1,1,1,1,1,1,1,1
G5300530072407,53053072407,G5300530072407,53053072407,1,1,1,1,1,1,1,1
G5300530072408,53053072408,G5300530072408,53053072408,1,1,1,1,1,1,1,1
G5300530072409,53053072409,G5300530072409,53053072409,1,1,1,1,1,1,1,1
G5300530072410,53053072410,G5300530072410,53053072410,1,1,1,1,1,1,1,1
G5300530072503,53053072503,G5300530072503,53053072503,0.999984072,0.9999901392,0.9999894014,0.9999896743,0.9999885054,0.9999885594,0.9999892576,0.9999847738
G5300530072503,53053072503,G5300530072601,53053072601,0.000015928,0.0000098608,0.0000105986,0.0000103257,0.0000114946,0.0000114406,0.0000107424,0.0000152262
G5300530072504,53053072504,G5300530072504,53053072504,1,1,1,1,1,1,1,1
G5300530072505,53053072505,G5300530072505,53053072505,1,1,1,1,1,1,1,1
G5300530072506,53053072506,G5300530072506,53053072506,1,1,1,1,1,1,1,1
G5300530072507,53053072507,G5300530072507,53053072507,1,1,1,1,1,1,1,1
G5300530072601,53053072601,G5300530072601,53053072601,1,1,1,1,1,1,1,1
G5300530072602,53053072602,G5300530072602,53053072602,1,1,1,1,1,1,1,1
