tr2000gj,tr2000ge,tr2010gj,tr2010ge,parea,wt_pop,wt_adult,wt_fam,wt_hh,wt_hu,wt_ownhu,wt_renthu
G5300330009701,53033009701,G5300330009701,53033009701,1,1,1,1,1,1,1,1
G5300330009701,53033009701,G5300330990100,53033990100,0,0,0,0,0,0,0,0
G5300330009702,53033009702,G5300330009702,53033009702,1,1,1,1,1,1,1,1
G5300330009800,53033009800,G5300330009800,53033009800,1,1,1,1,1,1,1,1
G5300330009900,53033009900,G5300330009900,53033009900,1,1,1,1,1,1,1,1
G5300330009900,53033009900,G5300330990100,53033990100,0,0,0,0,0,0,0,0
G5300330010000,53033010000,G5300330010001,53033010001,0.7038630671,0.421550559,0.3981950602,0.4423491379,0.4184782609,0.4178617992,0.3788903924,0.4583901774
G5300330010000,53033010000,G5300330010002,53033010002,0.2961369329,0.578449441,0.6018049398,0.5576508621,0.5815217391,0.5821382008,0.6211096076,0.5416098226
G5300330010100,53033010100,G5300330010100,53033010100,1,1,1,1,1,1,1,1
G5300330010200,53033010200,G5300330010200,53033010200,1,1,1,1,1,1,1,1
G5300330010300,53033010300,G5300330010300,53033010300,1,1,1,1,1,1,1,1
G5300330010400,53033010400,G5300330010401,53033010401,0.473354377,0.4884346063,0.4876954439,0.4754088739,0.4591424865,0.4568490436,0.4657618325,0.4378660169
G5300330010400,53033010400,G5300330010402,53033010402,0.526645623,0.5115653937,0.5123045561,0.5245911261,0.5408575135,0.5431509564,0.5342381675,0.5621339831
G5300330010500,53033010500,G5300330010500,53033010500,1,1,1,1,1,1,1,1
G5300330010600,53033010600,G5300330010600,53033010600,1,1,1,1,1,1,1,1
G5300330010600,53033010600,G5300330990100,53033990100,0,0,0,0,0,0,0,0
G5300330010700,53033010700,G5300330010701,53033010701,0.6492901925,0.5200325733,0.554104946,0.5203426124,0.5201326386,0.5230978261,0.6248108926,0.4724137931
G5300330010700,53033010700,G5300330010702,53033010702,0.3507098075,0.4799674267,0.445895054,0.4796573876,0.4798673614,0.4769021739,0.3751891074,0.5275862069
G5300330010800,53033010800,G5300330010800,53033010800,1,1,1,1,1,1,1,1
G5300330010900,53033010900,G5300330010900,53033010900,1,1,1,1,1,1,1,1
G5300330011000,53033011000,G5300330011001,53033011001,0.3898143237,0.4001652076,0.4100179788,0.3822523302,0.4357312819,0.463086858,0.328011313,0.5448471899
G5300330011000,53033011000,G5300330011002,53033011002,0.6101856763,0.5998347924,0.5899820212,0.6177476698,0.5642687181,0.536913142,0.671988687,0.4551528101
G5300330011101,53033011101,G5300330011101,53033011101,1,1,1,1,1,1,1,1
G5300330011102,53033011102,G5300330011102,53033011102,1,1,1,1,1,1,1,1
G5300330011200,53033011200,G5300330011200,53033011200,0.9981371502,0.9996058176,0.9996395845,0.9996076885,0.9996291756,0.9996155535,0.9999507433,0.9993647755
G5300330011200,53033011200,G5300330026300,53033026300,0,0,0,0,0,0,0,0
G5300330011200,53033011200,G5300330026400,53033026400,0.0018628498,0.0003941824,0.0003604155,0.0003923115,0.0003708244,0.0003844465,0.0000492567,0.0006352245
G5300330011300,53033011300,G5300330011300,53033011300,1,1,1,1,1,1,1,1
G5300330011400,53033011400,G5300330011401,53033011401,0.5097067876,0.5059463563,0.5112040134,0.5073649755,0.5029167946,0.4964788732,0.5081081081,0.4985931345
G5300330011400,53033011400,G5300330011402,53033011402,0.4902932124,0.4940536437,0.4887959866,0.4926350245,0.4970832054,0.5035211268,0.4918918919,0.5014068655
G5300330011500,53033011500,G5300330011500,53033011500,1,1,1,1,1,1,1,1
G5300330011600,53033011600,G5300330011600,53033011600,1,1,1,1,1,1,1,1
G5300330011600,53033011600,G5300330990100,53033990100,0,0,0,0,0,0,0,0
G5300330011700,53033011700,G5300330011700,53033011700,0.9927507855,0.9973598905,0.9974150939,0.9971280683,0.9974944896,0.9975535539,0.997196798,0.998427877
G5300330011700,53033011700,G5300330026300,53033026300,0.0072492145,0.0026401095,0.0025849061,0.0028719317,0.0025055104,0.0024464461,0.002803202,0.001572123
G5300330011800,53033011800,G5300330011800,53033011800,1,1,1,1,1,1,1,1
G5300330011900,53033011900,G5300330011900,53033011900,0.9923319123,0.9990951525,0.9991125634,0.9991390624,0.9991553588,0.9991452974,0.9991917538,0.9989772835
G5300330011900,53033011900,G5300330026300,53033026300,0.0076680877,0.0009048475,0.0008874366,0.0008609376,0.0008446412,0.0008547026,0.0008082462,0.0010227165
G5300330012000,53033012000,G5300330012000,53033012000,0.9984900324,0.9992010873,0.9992944345,0.999179449,0.9994213884,0.9993982892,0.9994287152,0.9993901005
G5300330012000,53033012000,G5300330026600,53033026600,0.0015099676,0.0007989127,0.0007055655,0.000820551,0.0005786116,0.0006017108,0.0005712848,0.0006098995
G5300330012100,53033012100,G5300330012100,53033012100,1,1,1,1,1,1,1,1
G5300330012100,53033012100,G5300330990100,53033990100,0,0,0,0,0,0,0,0
G5300330020100,53033020100,G5300330020100,53033020100,0.9990908645,0.9994719141,0.9994814036,0.9994354473,0.9994826765,0.9994933896,0.9994391617,0.9997884258
G5300330020100,53033020100,G5300330990100,53033990100,0,0,0,0,0,0,0,0
G5300330020100,53033020100,G5300610050600,53061050600,0.0009091355,0.0005280859,0.0005185964,0.0005645527,0.0005173235,0.0005066104,0.0005608383,0.0002115742
G5300330020200,53033020200,G5300330020200,53033020200,0.9996120381,0.9999049844,0.9999019462,0.9998952973,0.9998975184,0.9999003625,0.9998803707,0.9999500373
G5300330020200,53033020200,G5300610050700,53061050700,0.0003879619,0.0000950156,0.0000980538,0.0001047027,0.0001024816,0.0000996375,0.0001196293,0.0000499627
G5300330020300,53033020300,G5300330020300,53033020300,1,1,1,1,1,1,1,1
G5300330020401,53033020401,G5300330020401,53033020401,1,1,1,1,1,1,1,1
G5300330020402,53033020402,G5300330020401,53033020401,0.0004767985,0.0000479051,0.0000423616,0.0000608013,0.0000408072,0.0000398992,0.0000314677,0.0000580303
G5300330020402,53033020402,G5300330020402,53033020402,0.9995232015,0.9999520949,0.9999576384,0.9999391987,0.9999591928,0.9999601008,0.9999685323,0.9999419697
G5300330020500,53033020500,G5300330020500,53033020500,1,1,1,1,1,1,1,1
G5300330020600,53033020600,G5300330020600,53033020600,1,1,1,1,1,1,1,1
G5300330020700,53033020700,G5300330020700,53033020700,1,1,1,1,1,1,1,1
G5300330020800,53033020800,G5300330020800,53033020800,1,1,1,1,1,1,1,1
G5300330020800,53033020800,G5300330990100,53033990100,0,0,0,0,0,0,0,0
G5300330020900,53033020900,G5300330020900,53033020900,1,1,1,1,1,1,1,1
G5300330020900,53033020900,G5300330990100,53033990100,0,0,0,0,0,0,0,0
G5300330021000,53033021000,G5300330021000,53033021000,1,1,1,1,1,1,1,1
G5300330021100,53033021100,G5300330021100,53033021100,1,1,1,1,1,1,1,1
G5300330021300,53033021300,G5300330021300,53033021300,1,1,1,1,1,1,1,1
G5300330021400,53033021400,G5300330021400,53033021400,1,1,1,1,1,1,1,1
G5300330021500,53033021500,G5300330021500,53033021500,1,1,1,1,1,1,1,1
G5300330021600,53033021600,G5300330021600,53033021600,1,1,1,1,1,1,1,1
G5300330021600,53033021600,G5300330022101,53033022101,0,0,0,0,0,0,0,0
G5300330021700,53033021700,G5300330021700,53033021700,1,1,1,1,1,1,1,1
G5300330021802,53033021802,G5300330021802,53033021802,1,1,1,1,1,1,1,1
G5300330021803,53033021803,G5300330021803,53033021803,0.9970971621,0.9964821315,0.9968968538,0.9962583272,0.9971165361,0.9970946549,0.9963483031,0.998300277
G5300330021803,53033021803,G5300610051918,53061051918,0.0029028379,0.0035178685,0.0031031462,0.0037416728,0.0028834639,0.0029053451,0.0036516969,0.001699723
G5300330021804,53033021804,G5300330021802,53033021802,0.0000400927,0,0,0,0,0,0,0
G5300330021804,53033021804,G5300330021804,53033021804,0.9999599073,1,1,1,1,1,1,1
G5300330021903,53033021903,G5300330021903,53033021903,1,1,1,1,1,1,1,1
G5300330021904,53033021904,G5300330021904,53033021904,1,1,1,1,1,1,1,1
G5300330021905,53033021905,G5300330021905,53033021905,1,1,1,1,1,1,1,1
G5300330021906,53033021906,G5300330021905,53033021905,0.0038631723,0.0000980237,0.0001303499,0.0001295876,0.0001208424,0.0001155644,0.0000993977,0.0002125609
G5300330021906,53033021906,G5300330021906,53033021906,0.9920867065,0.9999019763,0.9998696501,0.9998704124,0.9998791576,0.9998844356,0.9999006023,0.9997874391
G5300330021906,53033021906,G5300330032319,53033032319,0.004038043,0,0,0,0,0,0,0
G5300330021906,53033021906,G5300330032321,53033032321,0.0000120782,0,0,0,0,0,0,0
G5300330022001,53033022001,G5300330022001,53033022001,1,1,1,1,1,1,1,1
G5300330022003,53033022003,G5300330022003,53033022003,1,1,1,1,1,1,1,1
G5300330022005,53033022005,G5300330022005,53033022005,1,1,1,1,1,1,1,1
G5300330022006,53033022006,G5300330022006,53033022006,1,1,1,1,1,1,1,1
G5300330022101,53033022101,G5300330022101,53033022101,1,1,1,1,1,1,1,1
G5300330022102,53033022102,G5300330022102,53033022102,1,1,1,1,1,1,1,1
G5300330022201,53033022201,G5300330022201,53033022201,1,1,1,1,1,1,1,1
G5300330022202,53033022202,G5300330022202,53033022202,1,1,1,1,1,1,1,1
G5300330022203,53033022203,G5300330022203,53033022203,1,1,1,1,1,1,1,1
G5300330022300,53033022300,G5300330022300,53033022300,1,1,1,1,1,1,1,1
G5300330022400,53033022400,G5300330022400,53033022400,1,1,1,1,1,1,1,1
G5300330022500,53033022500,G5300330022500,53033022500,1,1,1,1,1,1,1,1
G5300330022603,53033022603,G5300330022603,53033022603,1,1,1,1,1,1,1,1
G5300330022604,53033022604,G5300330022604,53033022604,1,1,1,1,1,1,1,1
G5300330022605,53033022605,G5300330022605,53033022605,1,1,1,1,1,1,1,1
G5300330022606,53033022606,G5300330022606,53033022606,0.9977815599,0.9992404516,0.99933868,0.9991931343,0.999510349,0.9995222769,0.9993586223,1
G5300330022606,53033022606,G5300330022801,53033022801,0.0022184401,0.0007595484,0.00066132,0.0008068657,0.000489651,0.0004777231,0.0006413777,0
G5300330022701,53033022701,G5300330022701,53033022701,0.9813169469,1,1,1,1,1,1,1
G5300330022701,53033022701,G5300330024000,53033024000,0.013318706,0,0,0,0,0,0,0
G5300330022701,53033022701,G5300330024100,53033024100,0.0053643471,0,0,0,0,0,0,0
G5300330022702,53033022702,G5300330022702,53033022702,0.9990304622,0.998933833,0.9990327374,0.9988914548,0.9989424018,0.9989648008,0.998708175,0.9996794151
G5300330022702,53033022702,G5300330023700,53033023700,0.0009695378,0.001066167,0.0009672626,0.0011085452,0.0010575982,0.0010351992,0.001291825,0.0003205849
G5300330022703,53033022703,G5300330022703,53033022703,0.9999301332,1,1,1,1,1,1,1
G5300330022703,53033022703,G5300330023700,53033023700,0.0000698668,0,0,0,0,0,0,0
G5300330022801,53033022801,G5300330022606,53033022606,0.0009129065,0.0010826473,0.0011234497,0.0009663094,0.0011529853,0.0011858325,0.0009391019,0.0012902043
G5300330022801,53033022801,G5300330022801,53033022801,0.9990870935,0.9989173527,0.9988765503,0.9990336906,0.9988470147,0.9988141675,0.9990608981,0.9987097957
G5300330022802,53033022802,G5300330022802,53033022802,1,1,1,1,1,1,1,1
G5300330022803,53033022803,G5300330022803,53033022803,1,1,1,1,1,1,1,1
G5300330022901,53033022901,G5300330022901,53033022901,1,1,1,1,1,1,1,1
G5300330022902,53033022902,G5300330022902,53033022902,0.9938503566,0.9937005488,0.9947754924,0.9927246418,0.9950634717,0.9952287196,0.9940347965,0.9980837007
G5300330022902,53033022902,G5300330023000,53033023000,0.0061496434,0.0062994512,0.0052245076,0.0072753582,0.0049365283,0.0047712804,0.0059652035,0.0019162993
G5300330023000,53033023000,G5300330022902,53033022902,0.0020481732,0.001693575,0.0019192418,0.0023515287,0.001893496,0.0018468777,0.0021238145,0.0000913357
G5300330023000,53033023000,G5300330023000,53033023000,0.9979518268,0.998306425,0.9980807582,0.9976484713,0.998106504,0.9981531223,0.9978761855,0.9999086643
G5300330023100,53033023100,G5300330023100,53033023100,1,1,1,1,1,1,1,1
G5300330023201,53033023201,G5300330023201,53033023201,1,1,1,1,1,1,1,1
G5300330023202,53033023202,G5300330023202,53033023202,1,1,1,1,1,1,1,1
G5300330023300,53033023300,G5300330023300,53033023300,1,1,1,1,1,1,1,1
G5300330023401,53033023401,G5300330023401,53033023401,1,1,1,1,1,1,1,1
G5300330023402,53033023402,G5300330023403,53033023403,0.6484723842,0.5283897987,0.5628611039,0.5399298896,0.5775897573,0.5817854211,0.5574616406,0.6903363818
G5300330023402,53033023402,G5300330023404,53033023404,0.3515276158,0.4716102013,0.4371388961,0.4600701104,0.4224102427,0.4182145789,0.4425383594,0.3096636182
G5300330023500,53033023500,G5300330023500,53033023500,1,1,1,1,1,1,1,1
G5300330023601,53033023601,G5300330023601,53033023601,1,1,1,1,1,1,1,1
G5300330023603,53033023603,G5300330023603,53033023603,1,1,1,1,1,1,1,1
G5300330023604,53033023604,G5300330023604,53033023604,1,1,1,1,1,1,1,1
G5300330023700,53033023700,G5300330023700,53033023700,1,1,1,1,1,1,1,1
G5300330023801,53033023801,G5300330023801,53033023801,1,1,1,1,1,1,1,1
G5300330023802,53033023802,G5300330023803,53033023803,0.31596035,0.5297527048,0.5306536744,0.4944567627,0.5234124439,0.4919282511,0.4503631961,0.5497382199
G5300330023802,53033023802,G5300330023804,53033023804,0.68403965,0.4702472952,0.4693463256,0.5055432373,0.4765875561,0.5080717489,0.5496368039,0.4502617801
G5300330023900,53033023900,G5300330023900,53033023900,1,1,1,1,1,1,1,1
G5300330024000,53033024000,G5300330022701,53033022701,0.0003663439,0,0,0,0,0,0,0
G5300330024000,53033024000,G5300330024000,53033024000,0.9996336561,1,1,1,1,1,1,1
G5300330024100,53033024100,G5300330022701,53033022701,0.0003126055,0.0002075644,0.0002093333,0.0002060665,0.0002045162,0.0002048546,0.0002022757,0.0002429607
G5300330024100,53033024100,G5300330024000,53033024000,0.0062134844,0.0071469568,0.0070468795,0.0069518454,0.006773808,0.0067960641,0.0068884796,0.0048061469
G5300330024100,53033024100,G5300330024100,53033024100,0.99347391,0.9926454788,0.9927437872,0.9928420881,0.9930216758,0.9929990813,0.9929092447,0.9949508924
G5300330024200,53033024200,G5300330024200,53033024200,1,1,1,1,1,1,1,1
G5300330024300,53033024300,G5300330024300,53033024300,1,1,1,1,1,1,1,1
G5300330024400,53033024400,G5300330024400,53033024400,1,1,1,1,1,1,1,1
G5300330024500,53033024500,G5300330024500,53033024500,1,1,1,1,1,1,1,1
G5300330024601,53033024601,G5300330024601,53033024601,1,1,1,1,1,1,1,1
G5300330024602,53033024602,G5300330024602,53033024602,1,1,1,1,1,1,1,1
G5300330024701,53033024701,G5300330024701,53033024701,1,1,1,1,1,1,1,1
G5300330024702,53033024702,G5300330024702,53033024702,1,1,1,1,1,1,1,1
G5300330024800,53033024800,G5300330024800,53033024800,1,1,1,1,1,1,1,1
G5300330024901,53033024901,G5300330024901,53033024901,1,1,1,1,1,1,1,1
G5300330024902,53033024902,G5300330024902,53033024902,1,1,1,1,1,1,1,1
G5300330024903,53033024903,G5300330024903,53033024903,1,1,1,1,1,1,1,1
G5300330025001,53033025001,G5300330025001,53033025001,1,1,1,1,1,1,1,1
G5300330025003,53033025003,G5300330025003,53033025003,1,1,1,1,1,1,1,1
G5300330025004,53033025004,G5300330025005,53033025005,0.2554928041,0.5804378867,0.5869770368,0.5511265165,0.6018680677,0.5960893855,0.5167427702,0.8822055138
G5300330025004,53033025004,G5300330025006,53033025006,0.7445071959,0.4195621133,0.4130229632,0.4488734835,0.3981319323,0.4039106145,0.4832572298,0.1177944862
G5300330025101,53033025101,G5300330025101,53033025101,1,1,1,1,1,1,1,1
G5300330025102,53033025102,G5300330025102,53033025102,1,1,1,1,1,1,1,1
G5300330025200,53033025200,G5300330025200,53033025200,1,1,1,1,1,1,1,1
G5300330025300,53033025300,G5300330025301,53033025301,0.4903084231,0.5118188248,0.5015446423,0.5458139145,0.4838786401,0.477856317,0.6316146447,0.388061091
G5300330025300,53033025300,G5300330025302,53033025302,0.5096915769,0.4881811752,0.4984553577,0.4541860855,0.5161213599,0.522143683,0.3683853553,0.611938909
G5300330025400,53033025400,G5300330025400,53033025400,1,1,1,1,1,1,1,1
G5300330025500,53033025500,G5300330025500,53033025500,1,1,1,1,1,1,1,1
G5300330025600,53033025600,G5300330025601,53033025601,0.3573388856,0.4523036989,0.4715549937,0.422985782,0.5175019889,0.5197342712,0.4298523207,0.786407767
G5300330025600,53033025600,G5300330025602,53033025602,0.6426611144,0.5476963011,0.5284450063,0.577014218,0.4824980111,0.4802657288,0.5701476793,0.213592233
G5300330025701,53033025701,G5300330025701,53033025701,1,1,1,1,1,1,1,1
G5300330025702,53033025702,G5300330025702,53033025702,1,1,1,1,1,1,1,1
G5300330025801,53033025801,G5300330025805,53033025805,0.45298289,0.5113561349,0.5160899138,0.4992017247,0.5394623934,0.5442026263,0.5651357431,0.4996027423
G5300330025801,53033025801,G5300330025806,53033025806,0.54701711,0.4886438651,0.4839100862,0.5007982753,0.4605376066,0.4557973737,0.4348642569,0.5003972577
G5300330025803,53033025803,G5300330025803,53033025803,1,1,1,1,1,1,1,1
G5300330025804,53033025804,G5300330025804,53033025804,1,1,1,1,1,1,1,1
G5300330026001,53033026001,G5300330011900,53033011900,0.0040516747,0,0,0,0,0,0,0
G5300330026001,53033026001,G5300330026001,53033026001,0.9959483253,1,1,1,1,1,1,1
G5300330026002,53033026002,G5300330026002,53033026002,1,1,1,1,1,1,1,1
G5300330026100,53033026100,G5300330011900,53033011900,0.0012937031,0.0012085003,0.0010384064,0.0010275374,0.0008774367,0.0008938459,0.0011908931,0.0003861639
G5300330026100,53033026100,G5300330026100,53033026100,0.9987062969,0.9987914997,0.9989615936,0.9989724626,0.9991225633,0.9991061541,0.9988091069,0.9996138361
G5300330026200,53033026200,G5300330025806,53033025806,0.0002398202,0,0,0,0,0,0,0
G5300330026200,53033026200,G5300330026200,53033026200,0.9997601798,1,1,1,1,1,1,1
G5300330026300,53033026300,G5300330026300,53033026300,1,1,1,1,1,1,1,1
G5300330026400,53033026400,G5300330011200,53033011200,0.0022944722,0,0,0,0,0,0,0
G5300330026400,53033026400,G5300330026400,53033026400,0.9977055278,1,1,1,1,1,1,1
G5300330026500,53033026500,G5300330026500,53033026500,1,1,1,1,1,1,1,1
G5300330026600,53033026600,G5300330026600,53033026600,1,1,1,1,1,1,1,1
G5300330026700,53033026700,G5300330026700,53033026700,1,1,1,1,1,1,1,1
G5300330026700,53033026700,G5300330990100,53033990100,0,0,0,0,0,0,0,0
G5300330026801,53033026801,G5300330026801,53033026801,1,1,1,1,1,1,1,1
G5300330026802,53033026802,G5300330026802,53033026802,1,1,1,1,1,1,1,1
G5300330026900,53033026900,G5300330026500,53033026500,1,1,1,1,1,1,1,1
G5300330027000,53033027000,G5300330027000,53033027000,1,1,1,1,1,1,1,1
G5300330027100,53033027100,G5300330027100,53033027100,1,1,1,1,1,1,1,1
G5300330027200,53033027200,G5300330027200,53033027200,1,1,1,1,1,1,1,1
G5300330027300,53033027300,G5300330027300,53033027300,1,1,1,1,1,1,1,1
G5300330027400,53033027400,G5300330027400,53033027400,1,1,1,1,1,1,1,1
G5300330027500,53033027500,G5300330027500,53033027500,1,1,1,1,1,1,1,1
G5300330027600,53033027600,G5300330027600,53033027600,1,1,1,1,1,1,1,1
G5300330027600,53033027600,G5300330990100,53033990100,0,0,0,0,0,0,0,0
G5300330027701,53033027701,G5300330027701,53033027701,1,1,1,1,1,1,1,1
G5300330027701,53033027701,G5300330990100,53033990100,0,0,0,0,0,0,0,0
G5300330027702,53033027702,G5300330027702,53033027702,1,1,1,1,1,1,1,1
G5300330027702,53033027702,G5300330990100,53033990100,0,0,0,0,0,0,0,0
G5300330027800,53033027800,G5300330027600,53033027600,0.0000147441,0.0000106535,0.0000102006,0.0000093856,0.000010954,0.0000107312,0.0000111188,0.0000096018
G5300330027800,53033027800,G5300330027800,53033027800,0.9999852559,0.9999893465,0.9999897994,0.9999906144,0.999989046,0.9999892688,0.9999888812,0.9999903982
G5300330027800,53033027800,G5300330990100,53033990100,0,0,0,0,0,0,0,0
G5300330027900,53033027900,G5300330027900,53033027900,1,1,1,1,1,1,1,1
G5300330028000,53033028000,G5300330028000,53033028000,1,1,1,1,1,1,1,1
G5300330028100,53033028100,G5300330028100,53033028100,1,1,1,1,1,1,1,1
G5300330028200,53033028200,G5300330028200,53033028200,1,1,1,1,1,1,1,1
G5300330028300,53033028300,G5300330028300,53033028300,1,1,1,1,1,1,1,1
G5300330028402,53033028402,G5300330028402,53033028402,1,1,1,1,1,1,1,1
G5300330028403,53033028403,G5300330028403,53033028403,1,1,1,1,1,1,1,1
G5300330028500,53033028500,G5300330028500,53033028500,1,1,1,1,1,1,1,1
G5300330028600,53033028600,G5300330028600,53033028600,1,1,1,1,1,1,1,1
G5300330028600,53033028600,G5300330990100,53033990100,0,0,0,0,0,0,0,0
G5300330028700,53033028700,G5300330028700,53033028700,1,1,1,1,1,1,1,1
G5300330028801,53033028801,G5300330028801,53033028801,1,1,1,1,1,1,1,1
G5300330028802,53033028802,G5300330028802,53033028802,1,1,1,1,1,1,1,1
G5300330028901,53033028901,G5300330028901,53033028901,1,1,1,1,1,1,1,1
G5300330028901,53033028901,G5300330990100,53033990100,0,0,0,0,0,0,0,0
G5300330028902,53033028902,G5300330028902,53033028902,1,1,1,1,1,1,1,1
G5300330029001,53033029001,G5300330029001,53033029001,1,1,1,1,1,1,1,1
G5300330029001,53033029001,G5300330990100,53033990100,0,0,0,0,0,0,0,0
G5300330029003,53033029003,G5300330029003,53033029003,0.9992516696,0.9998956646,0.9998855967,0.9999044756,0.9998748234,0.9998751848,0.9999252311,0.9998268782
G5300330029003,53033029003,G5300330029004,53033029004,0.0007483304,0.0001043354,0.0001144033,0.0000955244,0.0001251766,0.0001248152,0.0000747689,0.0001731218
G5300330029004,53033029004,G5300330029003,53033029003,0.0030807787,0,0,0,0,0,0,0
G5300330029004,53033029004,G5300330029004,53033029004,0.9969192213,1,1,1,1,1,1,1
G5300330029100,53033029100,G5300330029101,53033029101,0.5648105354,0.1922452294,0.1947877485,0.1887366819,0.2026737968,0.2022058824,0.1228878648,0.3855633803
G5300330029100,53033029100,G5300330029102,53033029102,0.4351894646,0.8077547706,0.8052122515,0.8112633181,0.7973262032,0.7977941176,0.8771121352,0.6144366197
G5300330029201,53033029201,G5300330029205,53033029205,0.0979354969,0.4917925795,0.5019705261,0.5610619094,0.504191307,0.4943646492,0.7435563024,0.3373817069
G5300330029201,53033029201,G5300330029206,53033029206,0.9020645031,0.5082074205,0.4980294739,0.4389380906,0.495808693,0.5056353508,0.2564436976,0.6626182931
G5300330029203,53033029203,G5300330029203,53033029203,1,1,1,1,1,1,1,1
G5300330029204,53033029204,G5300330029204,53033029204,1,1,1,1,1,1,1,1
G5300330029303,53033029303,G5300330025806,53033025806,0.0115161586,0.0058651026,0.006974507,0.0059925094,0.006097561,0.0067506751,0.0095168375,0
G5300330029303,53033029303,G5300330029303,53033029303,0.9884838414,0.9941348974,0.993025493,0.9940074906,0.993902439,0.9932493249,0.9904831625,1
G5300330029304,53033029304,G5300330029304,53033029304,1,1,1,1,1,1,1,1
G5300330029305,53033029305,G5300330029305,53033029305,1,1,1,1,1,1,1,1
G5300330029306,53033029306,G5300330029306,53033029306,1,1,1,1,1,1,1,1
G5300330029307,53033029307,G5300330029307,53033029307,1,1,1,1,1,1,1,1
G5300330029403,53033029403,G5300330029403,53033029403,1,1,1,1,1,1,1,1
G5300330029405,53033029405,G5300330029405,53033029405,1,1,1,1,1,1,1,1
G5300330029406,53033029406,G5300330029406,53033029406,1,1,1,1,1,1,1,1
G5300330029407,53033029407,G5300330029407,53033029407,1,1,1,1,1,1,1,1
G5300330029408,53033029408,G5300330029408,53033029408,1,1,1,1,1,1,1,1
G5300330029502,53033029502,G5300330029502,53033029502,1,1,1,1,1,1,1,1
G5300330029503,53033029503,G5300330029503,53033029503,1,1,1,1,1,1,1,1
G5300330029504,53033029504,G5300330029504,53033029504,1,1,1,1,1,1,1,1
G5300330029601,53033029601,G5300330029601,53033029601,1,1,1,1,1,1,1,1
G5300330029602,53033029602,G5300330029602,53033029602,1,1,1,1,1,1,1,1
G5300330029700,53033029700,G5300330029700,53033029700,1,1,1,1,1,1,1,1
G5300330029801,53033029801,G5300330029801,53033029801,1,1,1,1,1,1,1,1
G5300330029802,53033029802,G5300330029802,53033029802,1,1,1,1,1,1,1,1
G5300330029901,53033029901,G5300330029901,53033029901,1,1,1,1,1,1,1,1
G5300330029902,53033029902,G5300330029902,53033029902,1,1,1,1,1,1,1,1
G5300330030002,53033030002,G5300330030005,53033030005,0.5228024531,0.5860771402,0.5623259623,0.6195965418,0.5145118734,0.5111237878,0.7791139241,0.286182414
G5300330030002,53033030002,G5300330030006,53033030006,0.4771975469,0.4139228598,0.4376740377,0.3804034582,0.4854881266,0.4888762122,0.2208860759,0.713817586
G5300330030003,53033030003,G5300330030003,53033030003,1,1,1,1,1,1,1,1
G5300330030003,53033030003,G5300330990100,53033990100,0,0,0,0,0,0,0,0
G5300330030004,53033030004,G5300330030004,53033030004,1,1,1,1,1,1,1,1
G5300330030100,53033030100,G5300330030100,53033030100,1,1,1,1,1,1,1,1
G5300330030100,53033030100,G5300330990100,53033990100,0,0,0,0,0,0,0,0
G5300330030201,53033030201,G5300330030201,53033030201,1,1,1,1,1,1,1,1
G5300330030202,53033030202,G5300330030202,53033030202,1,1,1,1,1,1,1,1
G5300330030303,53033030303,G5300330030313,53033030313,0.6151492544,0.4900765523,0.4854809437,0.5041420118,0.4869990823,0.4944895592,0.4740024184,0.5003095975
G5300330030303,53033030303,G5300330030314,53033030314,0.3848507456,0.5099234477,0.5145190563,0.4958579882,0.5130009177,0.5055104408,0.5259975816,0.4996904025
G5300330030304,53033030304,G5300330030304,53033030304,1,1,1,1,1,1,1,1
G5300330030305,53033030305,G5300330030305,53033030305,1,1,1,1,1,1,1,1
G5300330030305,53033030305,G5300330990100,53033990100,0,0,0,0,0,0,0,0
G5300330030306,53033030306,G5300330030306,53033030306,1,1,1,1,1,1,1,1
G5300330030306,53033030306,G5300330990100,53033990100,0,0,0,0,0,0,0,0
G5300330030308,53033030308,G5300330030308,53033030308,1,1,1,1,1,1,1,1
G5300330030309,53033030309,G5300330030309,53033030309,1,1,1,1,1,1,1,1
G5300330030310,53033030310,G5300330030310,53033030310,1,1,1,1,1,1,1,1
G5300330030311,53033030311,G5300330030311,53033030311,1,1,1,1,1,1,1,1
G5300330030312,53033030312,G5300330030312,53033030312,1,1,1,1,1,1,1,1
G5300330030401,53033030401,G5300330030401,53033030401,1,1,1,1,1,1,1,1
G5300330030403,53033030403,G5300330030403,53033030403,1,1,1,1,1,1,1,1
G5300330030404,53033030404,G5300330030401,53033030401,0.0000108515,0.0000006611,0.0000005119,0.000000337,0.0000005257,0.0000005061,0.0000002842,0.0000035059
G5300330030404,53033030404,G5300330030404,53033030404,0.9999891485,0.9999993389,0.9999994881,0.999999663,0.9999994743,0.9999994939,0.9999997158,0.9999964941
G5300330030501,53033030501,G5300330030501,53033030501,1,1,1,1,1,1,1,1
G5300330030503,53033030503,G5300330030503,53033030503,1,1,1,1,1,1,1,1
G5300330030504,53033030504,G5300330030504,53033030504,1,1,1,1,1,1,1,1
G5300330030600,53033030600,G5300330030600,53033030600,0.9999785674,1,1,1,1,1,1,1
G5300330030600,53033030600,G5300330031100,53033031100,0.0000214326,0,0,0,0,0,0,0
G5300330030700,53033030700,G5300330030700,53033030700,1,1,1,1,1,1,1,1
G5300330030801,53033030801,G5300330030801,53033030801,0.9947630911,1,1,1,1,1,1,1
