tr1990gj,tr1990ge,tr2010gj,tr2010ge,parea,wt_pop,wt_adult,wt_fam,wt_hh,wt_hu,wt_ownhu,wt_renthu
G53000709601,530079601,G5300070960300,53007960300,0.0003862417,0.0104230533,0.0100755668,0.0116009281,0.0099833611,0.0090702948,0.0131926121,0.0045045045
G53000709602,530079602,G5300070960100,53007960100,0.0000341986,0,0,0,0,0,0,0
G53000709602,530079602,G5300070960200,53007960200,0.9999658014,1,1,1,1,1,1,1
G53000709603,530079603,G5300070960100,53007960100,0.0086225668,0,0,0,0,0,0,0
G53000709603,530079603,G5300070960300,53007960300,0.9913672728,1,1,1,1,1,1,1
G53000709603,530079603,G5300070960400,53007960400,0.0000101604,0,0,0,0,0,0,0
G53000709604,530079604,G5300070960400,53007960400,1,1,1,1,1,1,1,1
G53000709605,530079605,G5300070960200,53007960200,0.0000476111,0,0,0,0,0,0,0
G53000709605,530079605,G5300070960500,53007960500,0.9850411618,0.9838071926,0.9870267408,0.9862448418,0.9888040712,0.99030837,0.9838591343,1
G53000709605,530079605,G5300070960801,53007960801,0.0149112271,0.0161928074,0.0129732592,0.0137551582,0.0111959288,0.00969163,0.0161408657,0
G53000709606,530079606,G5300070960500,53007960500,0.0332660123,0.0245741413,0.0244554834,0.0260145682,0.0257142857,0.0253424658,0.0328798186,0.0135135135
G53000709606,530079606,G5300070960600,53007960600,0.9667339877,0.9754258587,0.9755445166,0.9739854318,0.9742857143,0.9746575342,0.9671201814,0.9864864865
G53000709607,530079607,G5300070960700,53007960700,0.897827918,0.4683600713,0.4538116592,0.4648729447,0.4466357309,0.4507278835,0.4278499278,0.5236686391
G53000709607,530079607,G5300070960801,53007960801,0.0810548459,0.1961904596,0.1989843583,0.2032167674,0.1981981057,0.1989205711,0.2025590354,0.1803157134
G53000709607,530079607,G5300070960802,53007960802,0.0211172361,0.3354494691,0.3472039825,0.331910288,0.3551661635,0.3503515453,0.3695910368,0.2960156475
G53000709608,530079608,G5300070960802,53007960802,0.6103360263,0.4809234508,0.4858384294,0.4910292729,0.5030555556,0.5064524625,0.4811738649,0.525083612
G53000709608,530079608,G5300070961000,53007961000,0.1818693439,0.2595382746,0.2611844223,0.2105760151,0.2644444444,0.2707400579,0.1688815061,0.3606465998
G53000709608,530079608,G5300070961302,53007961302,0.2077946298,0.2595382746,0.2529771484,0.298394712,0.2325,0.2228074796,0.349944629,0.1142697882
G53000709609,530079609,G5300070961000,53007961000,0.0063332583,0.1198474669,0.12250499,0.1141955836,0.1283086586,0.1291448517,0.1194719472,0.1470588235
G53000709609,530079609,G5300070961200,53007961200,0.0030776363,0,0,0,0,0,0,0
G53000709609,530079609,G5300070961301,53007961301,0.3899427682,0.1640141256,0.166751607,0.1797431274,0.1528897937,0.1521854702,0.1862773311,0.0820464896
G53000709609,530079609,G5300070961302,53007961302,0.6006463372,0.7161384075,0.710743403,0.706061289,0.7188015477,0.7186696782,0.6942507217,0.7708946868
G53000709610,530079610,G5300070961000,53007961000,0.6374185142,0.6058888076,0.6095820591,0.6129296236,0.6289424861,0.6232817869,0.5945945946,0.6513409962
G53000709610,530079610,G5300070961100,53007961100,0.3625814858,0.3941111924,0.3904179409,0.3870703764,0.3710575139,0.3767182131,0.4054054054,0.3486590038
G53000709611,530079611,G5300070961100,53007961100,1,1,1,1,1,1,1,1
G53000709612,530079612,G5300070961100,53007961100,0.0000576382,0,0,0,0,0.001019368,0,0
G53000709612,530079612,G5300070961200,53007961200,0.9999423618,1,1,1,1,0.998980632,1,1
G53000909801,530099801,G5300090940000,53009940000,1,1,1,1,1,1,1,1
G53000909801,530099801,G5300090990100,53009990100,0,0,0,0,0,0,0,0
G53000909802,530099802,G5300090000200,53009000200,0.8444836695,0.9994292237,0.9992821249,1,1,0.993220339,1,1
G53000909802,530099802,G5300090000400,53009000400,0.1555163305,0.0005707763,0.0007178751,0,0,0.006779661,0,0
G53000909802,530099802,G5300090990100,53009990100,0,0,0,0,0,0,0,0
G53000909803,530099803,G5300090000300,53009000300,1,1,1,1,1,1,1,1
G53000909804,530099804,G5300090000200,53009000200,0.2278442868,0,0,0,0,0,0,0
G53000909804,530099804,G5300090000300,53009000300,0.0254968566,0.0204962244,0.0228384992,0.0196850394,0.0268656716,0.0249376559,0.0267175573,0.0273972603
G53000909804,530099804,G5300090000400,53009000400,0.7466588566,0.9795037756,0.9771615008,0.9803149606,0.9731343284,0.9750623441,0.9732824427,0.9726027397
G53000909805,530099805,G5300090000200,53009000200,0.0239384481,0,0,0,0,0,0,0
G53000909805,530099805,G5300090000300,53009000300,0.0307150118,0.2586492653,0.2531967466,0.2634843125,0.2513248363,0.2385365821,0.2450722706,0.2663558385
G53000909805,530099805,G5300090000400,53009000400,0.8194999178,0.739441655,0.744696863,0.7344336658,0.7462188641,0.7588110271,0.7523191798,0.7315538668
G53000909805,530099805,G5300090000600,53009000600,0.125805918,0.0019090796,0.0021063904,0.0020820218,0.0024562996,0.0026523908,0.0026085496,0.0020902947
G53000909805,530099805,G5300090990100,53009990100,0,0,0,0,0,0,0,0
G53000909805,530099805,G5300310950702,53031950702,0.0000407042,0,0,0,0,0,0,0
G53000909806,530099806,G5300090000400,53009000400,0.0015043328,0,0,0,0,0,0,0
G53000909806,530099806,G5300090000600,53009000600,0.9839348795,0.9999999884,0.9999999865,0.9999999863,0.9999999865,0.9999999895,0.9999999878,0.9999999807
G53000909806,530099806,G5300090001500,53009001500,0.0000008176,0.0000000116,0.0000000135,0.0000000137,0.0000000135,0.0000000105,0.0000000122,0.0000000193
G53000909806,530099806,G5300090990100,53009990100,0,0,0,0,0,0,0,0
G53000909806,530099806,G5300310950702,53031950702,0.0145599701,0,0,0,0,0,0,0
G53000909807,530099807,G5300090000700,53009000700,0.8680121826,0.5678876343,0.5544666415,0.5708775313,0.5321799308,0.5037783375,0.594795539,0.3495934959
G53000909807,530099807,G5300090000800,53009000800,0.1319878174,0.4321123657,0.4455333585,0.4291224687,0.4678200692,0.4962216625,0.405204461,0.6504065041
G5300090980799,53009980799,G5300090000700,53009000700,1,1,1,1,1,1,1,1
G53000909808,530099808,G5300090000800,53009000800,0.5642496559,0.5657009829,0.5581230004,0.5638297872,0.5510204082,0.5557511737,0.5341040462,0.5704787234
G53000909808,530099808,G5300090000900,53009000900,0.4357503441,0.4342990171,0.4418769996,0.4361702128,0.4489795918,0.4442488263,0.4658959538,0.4295212766
G53000909809,530099809,G5300090000900,53009000900,0.4697598778,0.5171606864,0.5322984477,0.4776119403,0.551457976,0.5576298701,0.4570502431,0.6575591985
G53000909809,530099809,G5300090001000,53009001000,0.0008432368,0,0,0,0,0,0,0
G53000909809,530099809,G5300090001100,53009001100,0.5293968855,0.4828393136,0.4677015523,0.5223880597,0.448542024,0.4423701299,0.5429497569,0.3424408015
G53000909810,530099810,G5300090001000,53009001000,0.6108426987,0.5757894737,0.6369565217,0.5230769231,0.6477987421,0.6552132701,0.6545961003,0.6422018349
G53000909810,530099810,G5300090001100,53009001100,0.356694753,0.3942105263,0.3289855072,0.4373626374,0.3194968553,0.3139810427,0.295264624,0.3394495413
G53000909810,530099810,G5300090001200,53009001200,0.0324625483,0.03,0.034057971,0.0395604396,0.0327044025,0.0308056872,0.0501392758,0.0183486239
G53000909811,530099811,G5300090001000,53009001000,0.0328347046,0.1675511751,0.1611721612,0.156360424,0.1796052632,0.1791139241,0.1618293755,0.2323759791
G53000909811,530099811,G5300090001100,53009001100,0.5124478381,0.2645943897,0.2534132534,0.2809187279,0.2572368421,0.2556962025,0.2867194371,0.1697127937
G53000909811,530099811,G5300090001200,53009001200,0.3021352942,0.5408811534,0.5598023808,0.5326034993,0.5396517465,0.5403898069,0.5232252957,0.5884164319
G53000909811,530099811,G5300090001400,53009001400,0.1525821632,0.0269732818,0.0256122046,0.0301173487,0.0235061482,0.0248000666,0.0282258916,0.0094947952
G53000909812,530099812,G5300090000700,53009000700,0.0755549569,0,0,0,0,0,0,0
G53000909812,530099812,G5300090000900,53009000900,0.0626686467,0.0159250585,0.0187424426,0.0056925996,0.027027027,0.0289855072,0,0.0524193548
G53000909812,530099812,G5300090001000,53009001000,0.3267321815,0.3915690867,0.4117291415,0.3491461101,0.3981288981,0.4038647343,0.347639485,0.4455645161
G53000909812,530099812,G5300090001200,53009001200,0.5350442149,0.5925058548,0.569528416,0.6451612903,0.5748440748,0.5671497585,0.652360515,0.502016129
G53000909813,530099813,G5300090001200,53009001200,0.0027060004,0,0,0,0,0,0,0
G53000909813,530099813,G5300090001300,53009001300,0.9972939996,1,1,1,1,1,1,1
G53000909814,530099814,G5300090001300,53009001300,0.0148320109,0.1357411182,0.1407628611,0.1481681144,0.1458194109,0.1478530531,0.15826403,0.0863330988
G53000909814,530099814,G5300090001400,53009001400,0.6591364245,0.7374443011,0.7362531304,0.725311305,0.7335334314,0.7273606546,0.7297067621,0.7518252283
G53000909814,530099814,G5300090001600,53009001600,0.009348674,0.0256502857,0.0263868625,0.028249425,0.026605521,0.0252634566,0.0243555969,0.0373603451
G53000909814,530099814,G5300090001800,53009001800,0.3166828907,0.101164295,0.096597146,0.0982711556,0.0940416368,0.0995228357,0.0876736111,0.1244813278
G53000909815,530099815,G5300090000700,53009000700,0.0082130842,0.1819362262,0.1847869223,0.1795569747,0.1945870231,0.2016823052,0.1597691778,0.3176783469
G53000909815,530099815,G5300090001100,53009001100,0.0052409373,0.003107723,0.003004803,0.0026999253,0.0032109259,0.0031383203,0.0027804427,0.0047328103
G53000909815,530099815,G5300090001200,53009001200,0.002500057,0.0621988879,0.0646270346,0.0636266093,0.0579642713,0.0537894471,0.0607936142,0.0479617119
G53000909815,530099815,G5300090001400,53009001400,0.0085726716,0.0581232343,0.0587714819,0.0571787599,0.0522821619,0.0488048925,0.0540150381,0.0461559351
G53000909815,530099815,G5300090001500,53009001500,0.9671673212,0.6946339286,0.6888097581,0.6969377309,0.6919556178,0.6925850348,0.7226417272,0.5834711958
G53000909815,530099815,G5300090001800,53009001800,0.0082837534,0,0,0,0,0,0,0
G53000909815,530099815,G5300090990100,53009990100,0,0,0,0,0,0,0,0
G53000909815,530099815,G5300310950702,53031950702,0.0000221753,0,0,0,0,0,0,0
G53000909816,530099816,G5300090001600,53009001600,0.8613491746,0.9415823367,0.9380428489,0.9455587393,0.9322222222,0.9325605901,0.9308943089,0.9382716049
G53000909816,530099816,G5300090001700,53009001700,0.1386508254,0.0584176633,0.0619571511,0.0544412607,0.0677777778,0.0674394099,0.0691056911,0.0617283951
G53000909817,530099817,G5300090001700,53009001700,1,1,1,1,1,1,1,1
G53000909818,530099818,G5300090001500,53009001500,0.0063584359,0,0,0,0,0,0,0
G53000909818,530099818,G5300090001700,53009001700,0.0331338943,0.2999486389,0.3348534202,0.325732899,0.3543209877,0.3574712644,0.3559822747,0.3458646617
G53000909818,530099818,G5300090001800,53009001800,0.9605076698,0.7000513611,0.6651465798,0.674267101,0.6456790123,0.6425287356,0.6440177253,0.6541353383
G53000909819,530099819,G5300090001900,53009001900,0.8915592061,0.9248372779,0.9279450132,0.9268936882,0.9287688635,0.9263256146,0.9371286471,0.8863025682
G53000909819,530099819,G5300090002000,53009002000,0.1010128007,0.0743116409,0.0710533613,0.0719008672,0.0702997701,0.0727737191,0.0618525015,0.1132104751
G53000909819,530099819,G5300090002100,53009002100,0.0074279932,0.0008510812,0.0010016255,0.0012054446,0.0009313663,0.0009006663,0.0010188514,0.0004869567
G53000909820,530099820,G5300090002000,53009002000,0.6708006118,0.4743744036,0.5001507661,0.4821402045,0.4840900132,0.4920395895,0.5366094412,0.3860813167
G53000909820,530099820,G5300090002100,53009002100,0.3291993882,0.5256255964,0.4998492339,0.5178597955,0.5159099868,0.5079604105,0.4633905588,0.6139186833
G53000909821,530099821,G5300090002000,53009002000,0.4496712955,0.1208178439,0.1114503817,0.1395881007,0.0990453461,0.0986394558,0.1620111732,0.0520833333
G53000909821,530099821,G5300090002100,53009002100,0.5503287045,0.8791821561,0.8885496183,0.8604118993,0.9009546539,0.9013605442,0.8379888268,0.9479166667
G53000909822,530099822,G5300090001900,53009001900,0.2042046165,0.2634000225,0.2637338138,0.2622769809,0.2647994148,0.2606707924,0.2764587333,0.2064354274
G53000909822,530099822,G5300090002000,53009002000,0.4319679378,0.3551037745,0.3431824476,0.3445704004,0.335328707,0.3414401869,0.3313676673,0.3551568018
G53000909822,530099822,G5300090002100,53009002100,0.050094024,0.084240625,0.0747788265,0.0684531325,0.0774912719,0.0776139472,0.0627361108,0.151352367
G53000909822,530099822,G5300090002300,53009002300,0.3137334218,0.2972555781,0.318304912,0.3246994862,0.3223806064,0.3202750734,0.3294374886,0.2870554038
G53000909823,530099823,G5300090002000,53009002000,0.0108859144,0.0941129009,0.0947787653,0.0853245062,0.0904847745,0.0899867623,0.0925626017,0.0818040744
G53000909823,530099823,G5300090002300,53009002300,0.9889736911,0.9058870976,0.9052212336,0.9146754924,0.9095152245,0.9100132368,0.9074373974,0.9181959245
G53000909823,530099823,G5300310950202,53031950202,0.0001147836,0,0,0,0,0,0,0
G53000909823,530099823,G5300310950500,53031950500,0.0000256109,0.0000000015,0.0000000012,0.0000000013,0.000000001,0.0000000008,0.000000001,0.0000000012
G53001100401,530110401,G5300110040101,53011040101,0.8608961395,0.5704103672,0.5748563704,0.5685763889,0.5775623269,0.5834394904,0.5764119601,0.5833333333
G53001100401,530110401,G5300110040102,53011040102,0.139008789,0.4295896328,0.4251436296,0.4314236111,0.4224376731,0.4165605096,0.4235880399,0.4166666667
G53001100401,530110401,G5300110040504,53011040504,0.0000950715,0,0,0,0,0,0,0
G53001100402,530110402,G5300110040201,53011040201,0.3133747123,0.3509850671,0.3662558898,0.3456845911,0.3726895511,0.3792979943,0.3590413943,0.4606741573
G53001100402,530110402,G5300110040202,53011040202,0.3661014112,0.267662191,0.2653135194,0.2715770447,0.2659373821,0.2621776504,0.2662309368,0.2640449438
G53001100402,530110402,G5300110040203,53011040203,0.3205238765,0.3813527419,0.3684305908,0.3827383642,0.3613730668,0.3585243553,0.3747276688,0.2752808989
G53001100403,530110403,G5300110040301,53011040301,0.3276505959,0.2459555799,0.2587822014,0.2552976791,0.2647058824,0.2652106084,0.2806830309,0.212543554
G53001100403,530110403,G5300110040302,53011040302,0.6656063235,0.7502056485,0.7369242779,0.7396569122,0.7303921569,0.7301092044,0.7129135539,0.787456446
G53001100403,530110403,G5300110040403,53011040403,0.0018018992,0.0038387716,0.0042935207,0.0050454087,0.0049019608,0.0046801872,0.0064034152,0
G53001100403,530110403,G5300110041005,53011041005,0.0049411814,0,0,0,0,0,0,0
G5300110040401,53011040401,G5300110040403,53011040403,0.749915949,0.438234408,0.4393874947,0.437268396,0.4285087719,0.4311073542,0.4391447368,0.3859649123
G5300110040401,53011040401,G5300110040409,53011040409,0.1448968889,0.2138611902,0.2068050143,0.2162854522,0.2033285073,0.2024983477,0.2258194693,0.1133646596
G5300110040401,53011040401,G5300110040411,53011040411,0.0352172196,0.1275158957,0.1412788188,0.1235818893,0.1533904707,0.1548012775,0.0989195454,0.3712741719
G5300110040401,53011040401,G5300110040412,53011040412,0.0699545749,0.2203885061,0.2125286722,0.2228642625,0.2147722501,0.2115930205,0.2361162486,0.1293962562
G5300110040401,53011040401,G5300110040905,53011040905,0.0000153676,0,0,0,0,0,0,0
G5300110040402,53011040402,G5300110040407,53011040407,0.0841575419,0.2094602115,0.207107438,0.2140750105,0.2326832549,0.2369960988,0.1892744479,0.3602649007
G5300110040402,53011040402,G5300110040408,53011040408,0.2951668318,0.2365052866,0.2426446281,0.2385166456,0.2242770679,0.2249674902,0.2456061289,0.161589404
G5300110040402,53011040402,G5300110040413,53011040413,0.0938401633,0.0855870896,0.0869421488,0.0880741677,0.0833893746,0.0825747724,0.0968904912,0.0437086093
G5300110040402,53011040402,G5300110040414,53011040414,0.1840638033,0.0835837507,0.0859504132,0.0851243152,0.0823806321,0.0822496749,0.0905813429,0.0582781457
G5300110040402,53011040402,G5300110040415,53011040415,0.0522391212,0.2003338898,0.2011570248,0.187526338,0.2051109617,0.2028608583,0.1658404687,0.3205298013
G5300110040402,53011040402,G5300110040416,53011040416,0.2905325386,0.1845297718,0.1761983471,0.186683523,0.1721587088,0.1703511053,0.2118071203,0.0556291391
G5300110040501,53011040501,G5300110040504,53011040504,0.8298662293,0.4489161621,0.451806613,0.4257699029,0.4416301348,0.4541421085,0.4404941128,0.4539869867
