tr1990gj,tr1990ge,tr2010gj,tr2010ge,parea,wt_pop,wt_adult,wt_fam,wt_hh,wt_hu,wt_ownhu,wt_renthu
G53002700014,530270014,G5300270000300,53027000300,0.1157576607,0,0,0,0,0,0,0
G53002700014,530270014,G5300270001400,53027001400,0.8842423393,1,1,1,1,1,1,1
G53002700015,530270015,G5300270001500,53027001500,1,1,1,1,1,1,1,1
G53002700016,530270016,G5300270001600,53027001600,1,1,1,1,1,1,1,1
G5300270001798,53027001798,G5300270000400,53027000400,1,1,1,1,1,1,1,1
G53002909701,530299701,G5300290970100,53029970100,0.6929183008,0.6549118388,0.6521066873,0.6602040816,0.6423529412,0.6429096253,0.7120291616,0.5154867257
G53002909701,530299701,G5300290970300,53029970300,0.3070816992,0.3450881612,0.3478933127,0.3397959184,0.3576470588,0.3570903747,0.2879708384,0.4845132743
G53002909702,530299702,G5300290970200,53029970200,1,1,1,1,1,1,1,1
G53002909703,530299703,G5300290970300,53029970300,1,1,1,1,1,1,1,1
G53002909704,530299704,G5300290970400,53029970400,1,1,1,1,1,1,1,1
G53002909705,530299705,G5300290970500,53029970500,1,1,1,1,1,1,1,1
G53002909706,530299706,G5300290970601,53029970601,0.4555386096,0.5477667494,0.5471782289,0.5386787126,0.5567544238,0.5507666805,0.5501307759,0.5632478632
G53002909706,530299706,G5300290970602,53029970602,0.5444613904,0.4522332506,0.4528217711,0.4613212874,0.4432455762,0.4492333195,0.4498692241,0.4367521368
G53002909707,530299707,G5300290970700,53029970700,1,1,1,1,1,1,1,1
G53002909708,530299708,G5300290970800,53029970800,1,1,1,1,1,1,1,1
G53002909709,530299709,G5300290970900,53029970900,1,1,1,1,1,1,1,1
G53002909710,530299710,G5300290970500,53029970500,0.0012757771,0.0009244854,0.0009526176,0.0010778103,0.0010061841,0.0014947545,0.0013153158,0.0002633786
G53002909710,530299710,G5300290971000,53029971000,0.9893158634,0.9912191734,0.9910965331,0.9900900013,0.9912418779,0.9881358352,0.9887046443,0.9973385399
G53002909710,530299710,G5300290971100,53029971100,0.0094083595,0.0078563412,0.0079508493,0.0088321884,0.007751938,0.0103694102,0.0099800399,0.0023980815
G53002909711,530299711,G5300290971000,53029971000,0.0001687949,0.0001664792,0.0002155074,0.0002663911,0.0002026824,0.0001608222,0.0001628342,0.000396975
G53002909711,530299711,G5300290971100,53029971100,0.9998312051,0.9998335208,0.9997844926,0.9997336089,0.9997973176,0.9998391778,0.9998371658,0.999603025
G53002909712,530299712,G5300290971300,53029971300,1,1,1,1,1,1,1,1
G53002909713,530299713,G5300290971300,53029971300,1,1,1,1,1,1,1,1
G53002909714,530299714,G5300290971400,53029971400,1,1,1,1,1,1,1,1
G53002909715,530299715,G5300290971400,53029971400,0.0095619862,0.0500968896,0.0521517983,0.0538002546,0.0541732042,0.0632962188,0.0487238959,0.0777868735
G53002909715,530299715,G5300290971500,53029971500,0.9899603118,0.9499031104,0.9478482017,0.9461997454,0.9458267958,0.9367037812,0.9512761041,0.9222131265
G53002909715,530299715,G5300290971600,53029971600,0.0004764316,0,0,0,0,0,0,0
G53002909715,530299715,G5300610053301,53061053301,0.0000012704,0,0,0,0,0,0,0
G53002909716,530299716,G5300290971400,53029971400,0.0000089822,0.0000002369,0.0000002459,0.0000002553,0.0000003728,0.0000003455,0.0000003348,0.0000005656
G53002909716,530299716,G5300290971500,53029971500,0.0001650193,0.0000235219,0.0000268556,0.0000285112,0.0000277588,0.0000205781,0.0000332354,0
G53002909716,530299716,G5300290971600,53029971600,0.9998259984,0.9999762412,0.9999728985,0.9999712336,0.9999718684,0.9999790764,0.9999664298,0.9999994344
G53002909717,530299717,G5300290971700,53029971700,1,1,1,1,1,1,1,1
G53002909718,530299718,G5300290971300,53029971300,0.0472560779,0.0684186679,0.0753348214,0.0746478873,0.0748945148,0.0868055556,0.0731707317,0.0828402367
G53002909718,530299718,G5300290971800,53029971800,0.9527439221,0.9315813321,0.9246651786,0.9253521127,0.9251054852,0.9131944444,0.9268292683,0.9171597633
G53002909719,530299719,G5300290971900,53029971900,0.9996960721,1,1,1,1,1,1,1
G53002909719,530299719,G5300290972000,53029972000,0.0003039279,0,0,0,0,0,0,0
G53002909720,530299720,G5300290972000,53029972000,1,1,1,1,1,1,1,1
G53002909721,530299721,G5300290972100,53029972100,1,1,1,1,1,1,1,1
G53003109501,530319501,G5300090000400,53009000400,0.0000150835,0.0034905347,0.003096913,0.0035280732,0.0035233712,0.0035180579,0.0054501377,0.001124358
G53003109501,530319501,G5300090000600,53009000600,0,0,0,0,0,0,0,0
G53003109501,530319501,G5300310950702,53031950702,0.9999849165,0.9965094653,0.996903087,0.9964719268,0.9964766288,0.9964819421,0.9945498623,0.998875642
G53003109501,530319501,G5300310990000,53031990000,0,0,0,0,0,0,0,0
G53003109502,530319502,G5300090002300,53009002300,0.000016057,0,0,0,0,0,0,0
G53003109502,530319502,G5300310950202,53031950202,0.1791094559,0.5707078345,0.542301696,0.5304045304,0.5456055521,0.4762979492,0.5222287551,0.6496322987
G53003109502,530319502,G5300310950500,53031950500,0.0000378796,0.0006574632,0.000683442,0.0004957064,0.000687622,0.0006441677,0.0007579295,0.000374754
G53003109502,530319502,G5300310950702,53031950702,0.8208366074,0.4286347023,0.4570148621,0.4690997633,0.4537068258,0.5230578831,0.4770133154,0.3499929473
G53003109503,530319503,G5300310950300,53031950300,0.9982318424,0.9906961822,0.9910921766,0.9921104536,0.9912600146,0.9926701571,0.9920353982,0.987654321
G53003109503,530319503,G5300310950400,53031950400,0.0017681576,0.0093038178,0.0089078234,0.0078895464,0.0087399854,0.0073298429,0.0079646018,0.012345679
G53003109504,530319504,G5300310950400,53031950400,1,1,1,1,1,1,1,1
G53003109505,530319505,G5300090002300,53009002300,0.0001137746,0.0000015983,0.0000015936,0.0000017357,0.0000013827,0.0000015038,0.0000015356,0.0000007696
G53003109505,530319505,G5300310950202,53031950202,0.022582035,0,0,0,0,0,0,0
G53003109505,530319505,G5300310950500,53031950500,0.9773041904,0.9999984017,0.9999984064,0.9999982643,0.9999986173,0.9999984962,0.9999984644,0.9999992304
G53003109506,530319506,G5300310950601,53031950601,0.4721284402,0.7977987865,0.8145879733,0.7933673469,0.8236446767,0.8268998794,0.79494655,0.8824701195
G53003109506,530319506,G5300310950602,53031950602,0.5278715598,0.2022012135,0.1854120267,0.2066326531,0.1763553233,0.1731001206,0.20505345,0.1175298805
G5300310950699,53031950699,G5300310950601,53031950601,1,1,1,1,1,1,1,1
G53003300001,530330001,G5300330000100,53033000100,1,1,1,1,1,1,1,1
G53003300002,530330002,G5300330000200,53033000200,1,1,1,1,1,1,1,1
G53003300003,530330003,G5300330000300,53033000300,1,1,1,1,1,1,1,1
G53003300004,530330004,G5300330000401,53033000401,0.4219861902,0.4921413303,0.4984789222,0.4534883721,0.5543161979,0.5591076357,0.4120879121,0.6666666667
G53003300004,530330004,G5300330000402,53033000402,0.5780138098,0.5078586697,0.5015210778,0.5465116279,0.4456838021,0.4408923643,0.5879120879,0.3333333333
G53003300005,530330005,G5300330000500,53033000500,1,1,1,1,1,1,1,1
G53003300006,530330006,G5300330000600,53033000600,0.9961296788,1,1,1,1,1,1,1
G53003300006,530330006,G5300330001200,53033001200,0.0038703212,0,0,0,0,0,0,0
G53003300007,530330007,G5300330000700,53033000700,1,1,1,1,1,1,1,1
G53003300008,530330008,G5300330000800,53033000800,1,1,1,1,1,1,1,1
G53003300009,530330009,G5300330000900,53033000900,1,1,1,1,1,1,1,1
G53003300010,530330010,G5300330001000,53033001000,1,1,1,1,1,1,1,1
G53003300011,530330011,G5300330001100,53033001100,1,1,1,1,1,1,1,1
G53003300012,530330012,G5300330001200,53033001200,0.976522561,1,1,1,1,1,1,1
G53003300012,530330012,G5300330001900,53033001900,0.023477439,0,0,0,0,0,0,0
G53003300013,530330013,G5300330001300,53033001300,0.9550249056,1,1,1,1,1,1,1
G53003300013,530330013,G5300330001900,53033001900,0.0449750944,0,0,0,0,0,0,0
G53003300014,530330014,G5300330001400,53033001400,0.9980015466,0.9997426762,0.9997381459,0.9996730818,0.9997532228,0.9997544872,0.9995964491,0.9999921162
G53003300014,530330014,G5300330001600,53033001600,0.0019984534,0.0002573238,0.0002618541,0.0003269182,0.0002467772,0.0002455128,0.0004035509,0.0000078838
G53003300015,530330015,G5300330001500,53033001500,1,1,1,1,1,1,1,1
G53003300016,530330016,G5300330001600,53033001600,1,1,1,1,1,1,1,1
G53003300017,530330017,G5300330001701,53033001701,0.4066721729,0.4310573662,0.4332136445,0.4168310322,0.4626671014,0.4648597542,0.3994959042,0.5304054054
G53003300017,530330017,G5300330001702,53033001702,0.5933278271,0.5689426338,0.5667863555,0.5831689678,0.5373328986,0.5351402458,0.6005040958,0.4695945946
G53003300018,530330018,G5300330001800,53033001800,0.9774159546,1,1,1,1,1,1,1
G53003300018,530330018,G5300330001900,53033001900,0.0225840454,0,0,0,0,0,0,0
G53003300019,530330019,G5300330001900,53033001900,0.9979308801,1,1,1,1,1,1,1
G53003300019,530330019,G5300330002700,53033002700,0.0020691199,0,0,0,0,0,0,0
G53003300020,530330020,G5300330001100,53033001100,0.0495231156,0.025,0.0234471411,0.0244233379,0.022962963,0.0223665224,0.0240837696,0.0202531646
G53003300020,530330020,G5300330002000,53033002000,0.9504768844,0.975,0.9765528589,0.9755766621,0.977037037,0.9776334776,0.9759162304,0.9797468354
G53003300021,530330021,G5300330002100,53033002100,1,1,1,1,1,1,1,1
G53003300022,530330022,G5300330000900,53033000900,0.0289000634,0.0071291058,0.0072472927,0.005843239,0.0057438755,0.005657692,0.0053438815,0.007796592
G53003300022,530330022,G5300330002200,53033002200,0.9434073339,0.941120037,0.9359222079,0.9568793211,0.9224774831,0.9213635081,0.9418672098,0.8229719625
G53003300022,530330022,G5300330002400,53033002400,0.0067498471,0.0038385671,0.00377522,0.0043858613,0.003620817,0.0036371123,0.0041978662,0.0006594764
G53003300022,530330022,G5300330004000,53033004000,0.0209427556,0.0479122901,0.0530552794,0.0328915786,0.0681578245,0.0693416876,0.0485910425,0.1685719691
G5300330002398,53033002398,G5300330004000,53033004000,1,1,1,1,1,1,1,1
G53003300024,530330024,G5300330002400,53033002400,1,1,1,1,1,1,1,1
G53003300025,530330025,G5300330002500,53033002500,1,1,1,1,1,1,1,1
G53003300026,530330026,G5300330002000,53033002000,0.0410019243,0,0,0,0,0,0,0
G53003300026,530330026,G5300330002600,53033002600,0.9589980757,1,1,1,1,1,1,1
G53003300027,530330027,G5300330002700,53033002700,0.9879131527,0.9989433244,0.9987623539,0.9991262274,0.9990601918,0.999088572,0.9986373245,0.9999981304
G53003300027,530330027,G5300330003600,53033003600,0.0120868473,0.0010566756,0.0012376461,0.0008737726,0.0009398082,0.000911428,0.0013626755,0.0000018696
G53003300028,530330028,G5300330002800,53033002800,1,1,1,1,1,1,1,1
G53003300029,530330029,G5300330002900,53033002900,1,1,1,1,1,1,1,1
G53003300030,530330030,G5300330003000,53033003000,1,1,1,1,1,1,1,1
G53003300031,530330031,G5300330001500,53033001500,0.0010264653,0,0,0,0,0,0,0
G53003300031,530330031,G5300330003100,53033003100,0.9989735347,1,1,1,1,1,1,1
G53003300032,530330032,G5300330003200,53033003200,1,1,1,1,1,1,1,1
G5300330003299,53033003299,G5300330003200,53033003200,1,1,1,1,1,1,1,1
G53003300033,530330033,G5300330003300,53033003300,1,1,1,1,1,1,1,1
G53003300034,530330034,G5300330003400,53033003400,1,1,1,1,1,1,1,1
G53003300035,530330035,G5300330003500,53033003500,1,1,1,1,1,1,1,1
G53003300036,530330036,G5300330003600,53033003600,0.998359718,1,1,1,1,1,1,1
G53003300036,530330036,G5300330004600,53033004600,0.001640282,0,0,0,0,0,0,0
G53003300037,530330037,G5300330002500,53033002500,1,1,1,1,1,1,1,1
G53003300038,530330038,G5300330003800,53033003800,1,1,1,1,1,1,1,1
G53003300039,530330039,G5300330003900,53033003900,1,1,1,1,1,1,1,1
G5300330004098,53033004098,G5300330004000,53033004000,1,1,1,1,1,1,1,1
G53003300041,530330041,G5300330004100,53033004100,1,1,1,1,1,1,1,1
G53003300042,530330042,G5300330004200,53033004200,1,1,1,1,1,1,1,1
G53003300043,530330043,G5300330004301,53033004301,0.7419372865,0.4571987608,0.4218579235,0.7013129103,0.5027530707,0.4957264957,0.8977719528,0.3141426783
G53003300043,530330043,G5300330004302,53033004302,0.2580627135,0.5428012392,0.5781420765,0.2986870897,0.4972469293,0.5042735043,0.1022280472,0.6858573217
G53003300044,530330044,G5300330004400,53033004400,1,1,1,1,1,1,1,1
G53003300045,530330045,G5300330004500,53033004500,1,1,1,1,1,1,1,1
G53003300046,530330046,G5300330004600,53033004600,1,1,1,1,1,1,1,1
G53003300047,530330047,G5300330004700,53033004700,0.9964502926,1,1,1,1,1,1,1
G53003300047,530330047,G5300330004800,53033004800,0.0035497074,0,0,0,0,0,0,0
G5300330004799,53033004799,G5300330004700,53033004700,1,1,1,1,1,1,1,1
G53003300048,530330048,G5300330004800,53033004800,1,1,1,1,1,1,1,1
G53003300049,530330049,G5300330004900,53033004900,1,1,1,1,1,1,1,1
G53003300050,530330050,G5300330005000,53033005000,1,1,1,1,1,1,1,1
G53003300051,530330051,G5300330005100,53033005100,1,1,1,1,1,1,1,1
G53003300052,530330052,G5300330005200,53033005200,0.9999669659,1,1,1,1,1,1,1
G53003300052,530330052,G5300330005400,53033005400,0.0000330341,0,0,0,0,0,0,0
G5300330005301,53033005301,G5300330005301,53033005301,1,1,1,1,1,1,1,1
G5300330005302,53033005302,G5300330005200,53033005200,0.0000316621,0.0001816847,0.0001848135,0.0001529515,0.0003280445,0.0003394326,0,0.0003355512
G5300330005302,53033005302,G5300330005302,53033005302,0.9999683379,0.9998183153,0.9998151865,0.9998470485,0.9996719555,0.9996605674,1,0.9996644488
G53003300054,530330054,G5300330005400,53033005400,1,1,1,1,1,1,1,1
G5300330005499,53033005499,G5300330005400,53033005400,1,1,1,1,1,1,1,1
G53003300055,530330055,G5300330005700,53033005700,1,1,1,1,1,1,1,1
G53003300056,530330056,G5300330005600,53033005600,1,1,1,1,1,1,1,1
G53003300057,530330057,G5300330005700,53033005700,1,1,1,1,1,1,1,1
G5300330005799,53033005799,G5300330005700,53033005700,1,1,1,1,1,1,1,1
G5300330005801,53033005801,G5300330005801,53033005801,1,1,1,1,1,1,1,1
G5300330005802,53033005802,G5300330005600,53033005600,0.0066655559,0.0034912718,0.003902983,0.0058892815,0.0035778175,0.0038119441,0.0084848485,0.0007087172
G5300330005802,53033005802,G5300330005802,53033005802,0.982933673,0.9965087282,0.996097017,0.9941107185,0.9964221825,0.9961880559,0.9915151515,0.9992912828
G5300330005802,53033005802,G5300330007100,53033007100,0.0068357138,0,0,0,0,0,0,0
G5300330005802,53033005802,G5300330008001,53033008001,0.0035650574,0,0,0,0,0,0,0
G5300330005899,53033005899,G5300330005801,53033005801,0.5007055062,0.2719298246,0.2719298246,0.2719298246,0.2719298246,0.2719298246,0.2719298246,0.2719298246
G5300330005899,53033005899,G5300330005802,53033005802,0.4992944938,0.7280701754,0.7280701754,0.7280701754,0.7280701754,0.7280701754,0.7280701754,0.7280701754
G53003300059,530330059,G5300330005900,53033005900,1,1,1,1,1,1,1,1
G5300330005999,53033005999,G5300330005900,53033005900,1,1,1,1,1,1,1,1
G53003300060,530330060,G5300330006000,53033006000,1,1,1,1,1,1,1,1
G53003300061,530330061,G5300330006100,53033006100,1,1,1,1,1,1,1,1
G53003300062,530330062,G5300330006200,53033006200,1,1,1,1,1,1,1,1
G53003300063,530330063,G5300330006300,53033006300,0.9985190038,1,1,1,1,1,1,1
G53003300063,530330063,G5300330007800,53033007800,0.0014809962,0,0,0,0,0,0,0
G53003300064,530330064,G5300330006400,53033006400,1,1,1,1,1,1,1,1
G53003300065,530330065,G5300330006500,53033006500,1,1,1,1,1,1,1,1
G53003300066,530330066,G5300330006600,53033006600,1,1,1,1,1,1,1,1
G5300330006699,53033006699,G5300330006600,53033006600,1,1,1,1,1,1,1,1
G5300330006798,53033006798,G5300330006700,53033006700,0.9923124788,0.9841924399,0.9830677291,0.9805115713,0.9845049131,0.985426787,0.9951980792,0.9795918367
G5300330006798,53033006798,G5300330007000,53033007000,0.0076875212,0.0158075601,0.0169322709,0.0194884287,0.0154950869,0.014573213,0.0048019208,0.0204081633
G5300330006898,53033006898,G5300330006800,53033006800,0.9969611213,0.9940640361,0.9944498072,0.9926218262,0.9947695778,0.9948876936,0.9926459697,0.9975182635
G5300330006898,53033006898,G5300330007000,53033007000,0.0030388787,0.0059359639,0.0055501928,0.0073781738,0.0052304222,0.0051123064,0.0073540303,0.0024817365
G53003300069,530330069,G5300330006900,53033006900,0.990063115,0.9963283504,0.9960617995,0.9964370546,0.9975149105,0.9976381672,0.9968586387,0.9981078524
G53003300069,530330069,G5300330007000,53033007000,0.009936885,0.0036716496,0.0039382005,0.0035629454,0.0024850895,0.0023618328,0.0031413613,0.0018921476
G53003300070,530330070,G5300330007000,53033007000,0.9987373843,0.9998594597,0.9998573114,0.9998848942,0.9998464843,0.9998406295,0.9995302926,0.9999082485
G53003300070,530330070,G5300330007100,53033007100,0.0012626157,0.0001405403,0.0001426886,0.0001151058,0.0001535157,0.0001593705,0.0004697074,0.0000917515
G53003300071,530330071,G5300330007100,53033007100,0.9984249547,1,1,1,1,1,1,1
G53003300071,530330071,G5300330008001,53033008001,0.0015750453,0,0,0,0,0,0,0
G53003300072,530330072,G5300330007200,53033007200,1,1,1,1,1,1,1,1
G53003300073,530330073,G5300330007300,53033007300,1,1,1,1,1,1,1,1
G53003300074,530330074,G5300330007401,53033007401,0.5067132373,0.4943863724,0.4973453677,0.5296551724,0.4975062344,0.4915959394,0.6815642458,0.470600245
G53003300074,530330074,G5300330007402,53033007402,0.4689458408,0.5056136276,0.5026546323,0.4703448276,0.5024937656,0.5084040606,0.3184357542,0.529399755
G53003300074,530330074,G5300330008400,53033008400,0.0243409219,0,0,0,0,0,0,0
G53003300075,530330075,G5300330007500,53033007500,1,1,1,1,1,1,1,1
G53003300076,530330076,G5300330007600,53033007600,1,1,1,1,1,1,1,1
G53003300077,530330077,G5300330007700,53033007700,1,1,1,1,1,1,1,1
G53003300078,530330078,G5300330006300,53033006300,0.0137717643,0.0092847408,0.010058769,0.0095025011,0.0101972925,0.009803417,0.0117438021,0.0032851741
G53003300078,530330078,G5300330007700,53033007700,0.0041993504,0.0053100702,0.005952381,0.0053435115,0.0077594568,0.0074349442,0.0083086053,0.0053050398
G53003300078,530330078,G5300330007800,53033007800,0.9820288853,0.985405189,0.98398885,0.9851539874,0.9820432507,0.9827616388,0.9799475926,0.9914097861
G53003300079,530330079,G5300330007900,53033007900,1,1,1,1,1,1,1,1
G53003300080,530330080,G5300330008001,53033008001,0.6878437478,0.4702204673,0.469115192,0.5181058496,0.4674814491,0.4621684867,0.4449877751,0.4723698193
G53003300080,530330080,G5300330008002,53033008002,0.3058503666,0.5297795327,0.530884808,0.4818941504,0.5325185509,0.5378315133,0.5550122249,0.5276301807
G53003300080,530330080,G5300330008100,53033008100,0.0063058855,0,0,0,0,0,0,0
G5300330008099,53033008099,G5300330008001,53033008001,1,1,1,1,1,1,1,1
G53003300081,530330081,G5300330008100,53033008100,0.9876821348,0.9992354354,0.9992079454,1,1,1,1,1
G53003300081,530330081,G5300330009200,53033009200,0.0123178652,0.0007645646,0.0007920546,0,0,0,0,0
G53003300082,530330082,G5300330008200,53033008200,0.9774739814,1,1,1,1,1,1,1
G53003300082,530330082,G5300330008500,53033008500,0.0225260186,0,0,0,0,0,0,0
G53003300083,530330083,G5300330008200,53033008200,0.0946131925,0.2795698925,0.2793278377,0.3285024155,0.3053811659,0.3028806584,0.3039647577,0.3055416875
G53003300083,530330083,G5300330008300,53033008300,0.8878755963,0.7195084485,0.7197209892,0.6714975845,0.6946188341,0.6971193416,0.6960352423,0.6944583125
G53003300083,530330083,G5300330008400,53033008400,0.0175112112,0.000921659,0.0009511731,0,0,0,0,0
G53003300084,530330084,G5300330008300,53033008300,0.0025709639,0,0,0,0,0,0,0
G53003300084,530330084,G5300330008400,53033008400,0.9974290361,1,1,1,1,1,1,1
G53003300085,530330085,G5300330008500,53033008500,1,1,1,1,1,1,1,1
G53003300086,530330086,G5300330008600,53033008600,1,1,1,1,1,1,1,1
G53003300087,530330087,G5300330008700,53033008700,1,1,1,1,1,1,1,1
G53003300088,530330088,G5300330008800,53033008800,1,1,1,1,1,1,1,1
G53003300089,530330089,G5300330007800,53033007800,0.0392739855,0.009009009,0.0083436341,0.0089585666,0.0069645966,0.0067814293,0.013064133,0.0011350738
G53003300089,530330089,G5300330008900,53033008900,0.8983318983,0.9480796586,0.9499381953,0.9406494961,0.9512478236,0.9509650496,0.9382422803,0.963677639
G53003300089,530330089,G5300330009500,53033009500,0.0623941162,0.0429113324,0.0417181706,0.0503919373,0.0417875798,0.0422535211,0.0486935867,0.0351872872
G53003300090,530330090,G5300330009000,53033009000,1,1,1,1,1,1,1,1
G53003300091,530330091,G5300330009100,53033009100,0.9200510525,0.9790336533,0.9757792683,0.9754648514,0.9656006564,0.9670490498,1,0.9651539117
G53003300091,530330091,G5300330009200,53033009200,0.0799489475,0.0209663467,0.0242207317,0.0245351486,0.0343993436,0.0329509502,0,0.0348460883
G53003300092,530330092,G5300330008100,53033008100,0.0151251674,0,0,0,0,0,0,0
G53003300092,530330092,G5300330009200,53033009200,0.9848748326,1,1,1,1,1,1,1
G53003300093,530330093,G5300330009300,53033009300,0.9999435781,0.9999004878,0.9999006861,0.9998865078,0.9998536287,0.9998512394,0.999918275,0.9998056514
G53003300093,530330093,G5300330009400,53033009400,0.0000564219,0.0000995122,0.0000993139,0.0001134922,0.0001463713,0.0001487606,0.000081725,0.0001943486
G5300330009399,53033009399,G5300330009300,53033009300,1,1,1,1,1,1,1,1
G53003300094,530330094,G5300330009400,53033009400,0.9946550122,0.9799310764,0.9833844581,0.9804104478,0.984284966,0.9846230159,0.9955947137,0.9780130293
G53003300094,530330094,G5300330010002,53033010002,0.0053449878,0.0200689236,0.0166155419,0.0195895522,0.015715034,0.0153769841,0.0044052863,0.0219869707
G53003300095,530330095,G5300330009500,53033009500,0.9955268135,0.9786673229,0.9833602946,0.9776173278,0.9846401597,0.9841535237,0.9977135109,0.9585121602
G53003300095,530330095,G5300330010100,53033010100,0.0044731865,0.0213326771,0.0166397054,0.0223826722,0.0153598403,0.0158464763,0.0022864891,0.0414878398
G53003300096,530330096,G5300330009600,53033009600,1,1,1,1,1,1,1,1
G53003300097,530330097,G5300330009701,53033009701,0.4533728987,0.5016036544,0.5224000921,0.4767661504,0.557543717,0.5615141956,0.4524739583,0.7323943662
G53003300097,530330097,G5300330009702,53033009702,0.5466271013,0.4983963456,0.4775999079,0.5232338496,0.442456283,0.4384858044,0.5475260417,0.2676056338
G53003300098,530330098,G5300330009800,53033009800,1,1,1,1,1,1,1,1
G53003300099,530330099,G5300330009900,53033009900,0.9979869665,0.9887916894,0.9892992751,0.9917061611,0.9924859111,0.9932773109,0.991217064,0.99375
G53003300099,530330099,G5300330010800,53033010800,0.0020130335,0.0112083106,0.0107007249,0.0082938389,0.0075140889,0.0067226891,0.008782936,0.00625
G5300330009999,53033009999,G5300330009900,53033009900,1,1,1,1,1,1,1,1
G53003300100,530330100,G5300330009400,53033009400,0.0004737485,0.0002156451,0.0002011537,0.0001943754,0.0001622092,0.0001646773,0.0000988064,0.0002304642
G53003300100,530330100,G5300330010001,53033010001,0.7036351267,0.4312906358,0.4089256226,0.4420881643,0.4305504195,0.4270915985,0.3905119964,0.4736530077
G53003300100,530330100,G5300330010002,53033010002,0.2956568711,0.5683962379,0.5907705899,0.5576106326,0.5691603601,0.5726179902,0.609244457,0.5260086028
G53003300100,530330100,G5300330010402,53033010402,0.0002342538,0.0000974811,0.0001026337,0.0001068277,0.0001270112,0.0001257339,0.0001447402,0.0001079253
G53003300101,530330101,G5300330009500,53033009500,0.0170207327,0,0,0,0,0,0,0
G53003300101,530330101,G5300330010100,53033010100,0.9803412364,0.9965095986,0.996451384,0.9964131994,0.9971098266,0.9972577697,0.9953560372,1
G53003300101,530330101,G5300330010300,53033010300,0.0026380308,0.0034904014,0.003548616,0.0035868006,0.0028901734,0.0027422303,0.0046439628,0
G53003300102,530330102,G5300330010200,53033010200,1,1,1,1,1,1,1,1
G53003300103,530330103,G5300330010300,53033010300,1,1,1,1,1,1,1,1
G53003300104,530330104,G5300330009300,53033009300,0.0077656379,0.008299285,0.0074664012,0.0067462377,0.0068781047,0.0070474777,0.0071907958,0.0056497175
G53003300104,530330104,G5300330010401,53033010401,0.467166939,0.4723830127,0.4713609492,0.471320884,0.4582617565,0.4588919933,0.4530149623,0.4788734564
G53003300104,530330104,G5300330010402,53033010402,0.5250674231,0.5193177024,0.5211726496,0.5219328784,0.5348601388,0.534060529,0.5397942419,0.5154768261
G53003300105,530330105,G5300330010500,53033010500,1,1,1,1,1,1,1,1
G53003300106,530330106,G5300330010600,53033010600,1,1,1,1,1,1,1,1
G53003300107,530330107,G5300330010701,53033010701,0.6557283955,0.4631807491,0.5058789791,0.4735249622,0.4796706125,0.4841346154,0.6091370558,0.4230769231
G53003300107,530330107,G5300330010702,53033010702,0.3442716045,0.5368192509,0.4941210209,0.5264750378,0.5203293875,0.5158653846,0.3908629442,0.5769230769
G53003300108,530330108,G5300330010800,53033010800,1,1,1,1,1,1,1,1
G53003300109,530330109,G5300330010900,53033010900,0.9904888662,1,1,1,1,1,1,1
G53003300109,530330109,G5300330026300,53033026300,0.0095111338,0,0,0,0,0,0,0
G5300330010999,53033010999,G5300330010900,53033010900,1,1,1,1,1,1,1,1
G53003300110,530330110,G5300330011001,53033011001,0.3871213242,0.4741515856,0.4519461896,0.476493577,0.4829748125,0.487573501,0.3068834935,0.593780101
G53003300110,530330110,G5300330011002,53033011002,0.6128786758,0.5258484144,0.5480538104,0.523506423,0.5170251875,0.512426499,0.6931165065,0.406219899
G53003300111,530330111,G5300330011101,53033011101,0.4651386765,0.4926668296,0.4955223881,0.4902363823,0.4865971705,0.4957894737,0.4908972692,0.4808362369
G53003300111,530330111,G5300330011102,53033011102,0.5348613235,0.5073331704,0.5044776119,0.5097636177,0.5134028295,0.5042105263,0.5091027308,0.5191637631
G53003300112,530330112,G5300330011200,53033011200,0.9981047775,0.9996585468,0.9996959597,0.9996474447,0.9996427168,0.9995974408,0.9998648739,0.9994822701
G53003300112,530330112,G5300330026300,53033026300,0,0,0,0,0,0,0,0
G53003300112,530330112,G5300330026400,53033026400,0.0018952225,0.0003414532,0.0003040403,0.0003525553,0.0003572832,0.0004025592,0.0001351261,0.0005177299
G53003300113,530330113,G5300330011200,53033011200,0.0030169261,0,0,0,0,0,0,0
G53003300113,530330113,G5300330011300,53033011300,0.963656065,0.986750092,0.9890404286,0.9874908021,0.9899135447,0.9898100973,0.9953810624,0.9808429119
G53003300113,530330113,G5300330026500,53033026500,0.033327009,0.013249908,0.0109595714,0.0125091979,0.0100864553,0.0101899027,0.0046189376,0.0191570881
G53003300114,530330114,G5300330011401,53033011401,0.5109036564,0.4524236984,0.4578505793,0.4692635423,0.4416666667,0.4432451253,0.4959289415,0.3896380412
G53003300114,530330114,G5300330011402,53033011402,0.4890963436,0.5475763016,0.5421494207,0.5307364577,0.5583333333,0.5567548747,0.5040710585,0.6103619588
G53003300115,530330115,G5300330011500,53033011500,1,1,1,1,1,1,1,1
G53003300116,530330116,G5300330011600,53033011600,1,1,1,1,1,1,1,1
G53003300117,530330117,G5300330011001,53033011001,0.001504967,0.0011814745,0.0015837821,0.0019379845,0.0013605442,0.0013046314,0.0018518519,0
