GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,ET1001,ET2001,ET2002,ET2003,ET2004,ET2005,ET2006,ET2007,ET2008,ET2009,ET2010
"G53001100419","1990","WA",,,,,,,,,"0419",,,"79","Clark","011",,,"9","6442",,,,"8725","4","Washington","53",,,,"0000001155","0000000000","Tract 419","S","+45647050","-122664349",,2107,1970,19,16,50,3,30,0,0,2,17
"G53001100420","1990","WA",,,,,,,,,"0420",,,"79","Clark","011",,,"9","6442",,,,"8725","4","Washington","53",,,,"0000000708","0000000000","Tract 420","S","+45651300","-122674474",,1403,1329,15,10,36,0,6,0,0,0,7
"G53001100421","1990","WA",,,,,,,,,"0421",,,"79","Clark","011",,,"9","6442",,,,"8725","4","Washington","53",,,,"0000001306","0000000000","Tract 421","S","+45645300","-122678999",,2576,2375,30,20,48,2,71,1,3,1,25
"G53001100423","1990","WA",,,,,,,,,"0423",,,"79","Clark","011",,,"9","6442",,,,"8725","4","Washington","53",,,,"0000001208","0000000000","Tract 423","S","+45636250","-122677438",,3116,2798,112,60,54,2,55,9,3,0,23
"G53001100424","1990","WA",,,,,,,,,"0424",,,"79","Clark","011",,,"9","6442",,,,"8725","4","Washington","53",,,,"0000001001","0000000487","Tract 424","S","+45626367","-122678574",,1063,943,41,24,16,0,12,1,0,2,24
"G53001100425","1990","WA",,,,,,,,,"0425",,,"79","Clark","011",,,"9","6442",,,,"8725","4","Washington","53",,,,"0000000940","0000000000","Tract 425","S","+45633950","-122666349",,1210,1104,17,22,18,3,34,0,0,0,12
"G53001100426","1990","WA",,,,,,,,,"0426",,,"79","Clark","011",,,"9","6442",,,,"8725","4","Washington","53",,,,"0000007513","0000001826","Tract 426","S","+45621400","-122639088",,4157,3796,83,43,121,3,58,2,12,1,38
"G53001100427","1990","WA",,,,,,,,,"0427",,,"79","Clark","011",,,"9","6442",,,,"8725","4","Washington","53",,,,"0000001092","0000000000","Tract 427","S","+45633400","-122632627",,3548,3168,93,55,77,4,94,5,2,6,44
"G53001100428","1990","WA",,,,,,,,,"0428",,,"79","Clark","011",,,"9","6442",,,,"8725","4","Washington","53",,,,"0000002452","0000000000","Tract 428","S","+45622800","-122624371",,3154,2882,70,16,92,2,52,0,4,3,33
"G53001100429","1990","WA",,,,,,,,,"0429",,,"79","Clark","011",,,"9","6442",,,,"8725","4","Washington","53",,,,"0000001529","0000000000","Tract 429","S","+45626267","-122606372",,1536,1349,60,6,87,0,26,0,0,1,7
"G53001100430","1990","WA",,,,,,,,,"0430",,,"79","Clark","011",,,"9","6442",,,,"8725","4","Washington","53",,,,"0000001349","0000000000","Tract 430","S","+45625667","-122595306",,1659,1517,35,11,67,0,25,0,2,0,2
"G53001100431","1990","WA",,,,,,,,,"0431",,,"79","Clark","011",,,"9","6442",,,,"8725","4","Washington","53",,,,"0000003067","0000000347","Tract 431","S","+45614500","-122586762",,3751,3519,66,30,70,4,33,2,7,8,12
"G53001309601","1990","WA",,,,,,,,,"9601",,,"99","Columbia","013",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000891083","0000012121","BNA 9601","S","+46449630","-118032275",,557,554,0,1,0,0,1,0,1,0,0
"G53001309602","1990","WA",,,,,,,,,"9602",,,"99","Columbia","013",,,"9","9999",,,,"9999","4","Washington","53",,,,"0001359116","0000000086","BNA 9602","S","+46195182","-117826839",,3467,2961,1,25,16,3,358,0,0,0,103
"G53001500001","1990","WA",,,,,,,,,"0001",,,"99","Cowlitz","015",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000000995","0000000000","Tract 1","S","+46138999","-122931667",,181,158,4,4,10,0,2,0,1,0,2
"G53001500002","1990","WA",,,,,,,,,"0002",,,"99","Cowlitz","015",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000002504","0000000302","Tract 2","S","+46133349","-122926938",,2990,2840,35,27,38,3,33,0,2,0,12
"G53001500003","1990","WA",,,,,,,,,"0003",,,"99","Cowlitz","015",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000016544","0000005856","Tract 3","S","+46117441","-122950977",,712,660,2,28,3,0,12,0,0,0,7
"G53001500004","1990","WA",,,,,,,,,"0004",,,"99","Cowlitz","015",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000002163","0000000133","Tract 4","S","+46137949","-122943816",,3734,3596,14,28,53,0,29,0,0,0,14
"G5300150000501","1990","WA",,,,,,,,,"000501",,,"99","Cowlitz","015",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000001140","0000000000","Tract 5.01","S","+46127949","-122951498",,2987,2839,6,47,38,4,24,0,1,6,22
"G5300150000502","1990","WA",,,,,,,,,"000502",,,"99","Cowlitz","015",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000001429","0000000000","Tract 5.02","S","+46126299","-122958902",,4177,3749,33,112,110,6,45,0,4,3,115
"G5300150000601","1990","WA",,,,,,,,,"000601",,,"99","Cowlitz","015",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000001239","0000000000","Tract 6.01","S","+46141032","-122966941",,3750,3408,51,72,97,6,40,0,1,2,73
"G5300150000602","1990","WA",,,,,,,,,"000602",,,"99","Cowlitz","015",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000002314","0000000000","Tract 6.02","S","+46144266","-122952205",,3351,3186,4,42,74,2,25,0,3,2,13
"G5300150000701","1990","WA",,,,,,,,,"000701",,,"99","Cowlitz","015",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000011514","0000000069","Tract 7.01","S","+46164999","-123000115",,5809,5444,25,82,135,5,54,1,2,9,52
"G5300150000702","1990","WA",,,,,,,,,"000702",,,"99","Cowlitz","015",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000003004","0000000000","Tract 7.02","S","+46153479","-122971924",,3087,2914,3,42,58,3,37,0,0,0,30
"G53001500008","1990","WA",,,,,,,,,"0008",,,"99","Cowlitz","015",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000015660","0000000113","Tract 8","S","+46170695","-122950404",,6096,5880,9,54,94,0,35,0,4,1,19
"G53001500009","1990","WA",,,,,,,,,"0009",,,"99","Cowlitz","015",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000013914","0000000297","Tract 9","S","+46180566","-122923995",,4840,4700,6,61,41,3,12,0,0,0,17
"G53001500010","1990","WA",,,,,,,,,"0010",,,"99","Cowlitz","015",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000000864","0000000079","Tract 10","S","+46146549","-122914033",,1522,1354,12,32,23,1,15,0,9,1,75
"G53001500011","1990","WA",,,,,,,,,"0011",,,"99","Cowlitz","015",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000002861","0000000077","Tract 11","S","+46138349","-122904577",,5319,4877,20,128,124,1,72,0,1,8,88
"G53001500012","1990","WA",,,,,,,,,"0012",,,"99","Cowlitz","015",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000019814","0000000000","Tract 12","S","+46124299","-122877731",,3943,3841,7,35,14,2,36,0,2,0,6
"G53001500013","1990","WA",,,,,,,,,"0013",,,"99","Cowlitz","015",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000009947","0000000283","Tract 13","S","+46175032","-122888367",,3442,3189,7,77,17,0,70,0,8,5,69
"G53001500014","1990","WA",,,,,,,,,"0014",,,"99","Cowlitz","015",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000011153","0000006872","Tract 14","S","+46098742","-122894483",,483,465,3,4,5,0,1,0,1,0,4
"G53001500015","1990","WA",,,,,,,,,"0015",,,"99","Cowlitz","015",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000476560","0000024075","Tract 15","S","+46003621","-122504027",,5577,5257,0,92,44,3,79,5,4,0,93
"G53001500016","1990","WA",,,,,,,,,"0016",,,"99","Cowlitz","015",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000108386","0000004593","Tract 16","S","+46014198","-122794335",,3761,3663,5,45,23,0,18,0,0,0,7
"G53001500017","1990","WA",,,,,,,,,"0017",,,"99","Cowlitz","015",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000393126","0000000627","Tract 17","S","+46134832","-122749614",,3695,3557,3,65,12,0,34,0,1,0,23
"G53001500018","1990","WA",,,,,,,,,"0018",,,"99","Cowlitz","015",,,"9","9999",,,,"9999","4","Washington","53",,,,"0001147968","0000008770","Tract 18","S","+46251524","-122483468",,1346,1320,0,15,2,0,6,0,1,0,2
"G53001500019","1990","WA",,,,,,,,,"0019",,,"99","Cowlitz","015",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000286148","0000008141","Tract 19","S","+46238478","-123105597",,3547,3383,8,74,21,1,37,0,4,1,18
"G5300150002001","1990","WA",,,,,,,,,"002001",,,"99","Cowlitz","015",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000234487","0000001419","Tract 20.01","S","+46327710","-123030296",,3000,2878,5,49,34,0,21,0,7,0,6
"G5300150002002","1990","WA",,,,,,,,,"002002",,,"99","Cowlitz","015",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000185552","0000010016","Tract 20.02","S","+46326524","-122835172",,4770,4580,20,71,25,6,41,0,5,4,18
"G53001709501","1990","WA",,,,,,,,,"9501",,,"99","Douglas","017",,,"9","9999",,,,"9999","4","Washington","53",,,,"0002148570","0000058037","BNA 9501","S","+47909818","-119543887",,5141,3487,11,79,14,3,899,0,5,1,642
"G53001709502","1990","WA",,,,,,,,,"9502",,,"99","Douglas","017",,,"9","9999",,,,"9999","4","Washington","53",,,,"0002434209","0000009424","BNA 9502","S","+47583150","-119788472",,1897,1770,2,17,3,0,7,0,0,0,98
"G53001709503","1990","WA",,,,,,,,,"9503",,,"99","Douglas","017",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000104592","0000003276","BNA 9503","S","+47444255","-120229068",,3724,3275,1,26,7,1,101,1,2,6,304
"G53001709504","1990","WA",,,,,,,,,"9504",,,"99","Douglas","017",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000011267","0000001218","BNA 9504","S","+47449254","-120292269",,2995,2873,2,18,9,1,53,0,0,0,39
"G53001709505","1990","WA",,,,,,,,,"9505",,,"99","Douglas","017",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000002339","0000000246","BNA 9505","S","+47417148","-120288304",,2851,2681,5,22,29,0,45,0,4,3,62
"G53001709506","1990","WA",,,,,,,,,"9506",,,"99","Douglas","017",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000006016","0000000000","BNA 9506","S","+47425808","-120272194",,3355,3237,6,13,32,2,32,1,0,4,28
"G53001709507","1990","WA",,,,,,,,,"9507",,,"99","Douglas","017",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000002691","0000000000","BNA 9507","S","+47411352","-120269252",,2887,2734,10,19,16,0,49,0,0,0,59
"G53001709508","1990","WA",,,,,,,,,"9508",,,"99","Douglas","017",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000005606","0000000745","BNA 9508","S","+47397763","-120267959",,3355,3018,4,19,37,1,80,2,2,2,190
"G53001909801","1990","WA",,,,,,,,,"9801",,,"99","Ferry","019",,,"9","9999",,,,"9999","4","Washington","53",,,,"0002002611","0000015836","BNA 9801","S","+48761171","-118416729",,2212,2036,20,96,12,1,23,0,4,1,19
"G53001909802","1990","WA",,,,,,,,,"9802",,,"99","Ferry","019",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000895889","0000003957","BNA 9802","S","+48643846","-118666515",,2531,2450,0,49,8,1,12,0,1,0,10
"G53001909803","1990","WA",,,,,,,,,"9803",,,"99","Ferry","019",,,"9","9999",,,,"9999","4","Washington","53",,,,"0002809811","0000118716","BNA 9803","S","+48208052","-118530487",,1552,558,0,976,3,0,5,0,5,0,5
"G53002100201","1990","WA",,,,,,,,,"0201",,,"99","Franklin","021",,,"9","6740",,,,"9999","4","Washington","53",,,,"0000022607","0000004019","Tract 201","S","+46231750","-119068656",,3917,973,441,26,18,21,431,14,4,2,1987
"G53002100202","1990","WA",,,,,,,,,"0202",,,"99","Franklin","021",,,"9","6740",,,,"9999","4","Washington","53",,,,"0000002812","0000000000","Tract 202","S","+46236250","-119094674",,4679,1997,148,28,52,21,681,0,18,20,1714
"G53002100203","1990","WA",,,,,,,,,"0203",,,"99","Franklin","021",,,"9","6740",,,,"9999","4","Washington","53",,,,"0000010823","0000000000","Tract 203","S","+46258533","-119114477",,4172,2318,179,34,202,14,202,9,3,13,1198
"G53002100204","1990","WA",,,,,,,,,"0204",,,"99","Franklin","021",,,"9","6740",,,,"9999","4","Washington","53",,,,"0000004039","0000000559","Tract 204","S","+46233350","-119119021",,6351,3836,294,48,160,25,571,27,14,15,1361
"G5300210020501","1990","WA",,,,,,,,,"020501",,,"99","Franklin","021",,,"9","6740",,,,"9999","4","Washington","53",,,,"0000012467","0000002228","Tract 205.01","S","+46254800","-119202614",,1922,1828,12,17,25,3,20,0,0,0,17
"G5300210020502","1990","WA",,,,,,,,,"020502",,,"99","Franklin","021",,,"9","6740",,,,"9999","4","Washington","53",,,,"0000011212","0000001743","Tract 205.02","S","+46243650","-119155451",,6112,5286,125,38,90,5,131,9,4,1,423
"G53002100206","1990","WA",,,,,,,,,"0206",,,"99","Franklin","021",,,"9","6740",,,,"9999","4","Washington","53",,,,"0000548425","0000008290","Tract 206","S","+46435656","-119127340",,4077,3238,36,8,41,1,443,0,0,0,310
"G53002100207","1990","WA",,,,,,,,,"0207",,,"99","Franklin","021",,,"9","6740",,,,"9999","4","Washington","53",,,,"0001424437","0000031064","Tract 207","S","+46497482","-118691172",,1095,971,9,4,2,0,76,0,0,0,33
"G53002100208","1990","WA",,,,,,,,,"0208",,,"99","Franklin","021",,,"9","6740",,,,"9999","4","Washington","53",,,,"0001180438","0000012182","Tract 208","S","+46639389","-119030238",,5148,3337,7,14,215,10,578,0,3,13,971
"G53002309701","1990","WA",,,,,,,,,"9701",,,"99","Garfield","023",,,"9","9999",,,,"9999","4","Washington","53",,,,"0001295161","0000018583","BNA 9701","S","+46400865","-117477744",,372,367,0,0,0,0,5,0,0,0,0
"G53002309702","1990","WA",,,,,,,,,"9702",,,"99","Garfield","023",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000545131","0000001211","BNA 9702","S","+46474650","-117652402",,1876,1840,0,12,7,0,10,0,0,0,7
"G53002509801","1990","WA",,,,,,,,,"9801",,,"99","Grant","025",,,"9","9999",,,,"9999","4","Washington","53",,,,"0001360608","0000127235","BNA 9801","S","+47651477","-119183338",,3553,3273,42,179,16,0,26,0,0,0,17
"G53002509802","1990","WA",,,,,,,,,"9802",,,"99","Grant","025",,,"9","9999",,,,"9999","4","Washington","53",,,,"0001098996","0000004898","BNA 9802","S","+47278443","-119183436",,1753,1632,21,18,12,1,20,0,0,0,49
"G53002509803","1990","WA",,,,,,,,,"9803",,,"99","Grant","025",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000152334","0000003990","BNA 9803","S","+47369300","-119468172",,2902,2787,9,20,18,1,38,0,0,0,29
"G53002509804","1990","WA",,,,,,,,,"9804",,,"99","Grant","025",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000082310","0000000000","BNA 9804","S","+47341733","-119539308",,5656,5328,13,38,50,6,88,0,0,2,131
"G53002509805","1990","WA",,,,,,,,,"9805",,,"99","Grant","025",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000716691","0000005432","BNA 9805","S","+47266328","-119820878",,2400,2118,0,6,27,3,57,0,0,0,189
"G53002509806","1990","WA",,,,,,,,,"9806",,,"99","Grant","025",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000008319","0000000000","BNA 9806","S","+47235616","-119854766",,3870,2304,8,16,51,3,766,1,5,0,716
"G53002509807","1990","WA",,,,,,,,,"9807",,,"99","Grant","025",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000846742","0000080801","BNA 9807","S","+47028899","-119591305",,1963,1774,0,1,12,1,67,0,0,1,107
"G53002509808","1990","WA",,,,,,,,,"9808",,,"99","Grant","025",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000038479","0000001090","BNA 9808","S","+47202977","-119319260",,3806,2914,166,67,50,3,135,6,9,1,455
"G53002509809","1990","WA",,,,,,,,,"9809",,,"99","Grant","025",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000028486","0000004908","BNA 9809","S","+47149932","-119302149",,7142,5727,116,87,64,8,253,11,6,16,854
"G53002509810","1990","WA",,,,,,,,,"9810",,,"99","Grant","025",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000095683","0000005559","BNA 9810","S","+47128469","-119217743",,5993,4778,100,27,150,12,327,1,9,3,586
"G53002509811","1990","WA",,,,,,,,,"9811",,,"99","Grant","025",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000008592","0000004928","BNA 9811","S","+47107174","-119309411",,4317,3341,81,23,60,2,171,6,5,5,623
"G53002509812","1990","WA",,,,,,,,,"9812",,,"99","Grant","025",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000566726","0000008150","BNA 9812","S","+47220819","-119562594",,2624,2485,3,6,19,6,65,0,3,0,37
"G53002509813","1990","WA",,,,,,,,,"9813",,,"99","Grant","025",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000284899","0000005556","BNA 9813","S","+46986897","-119092016",,2678,1510,8,10,38,2,37,5,2,0,1066
"G53002509814","1990","WA",,,,,,,,,"9814",,,"99","Grant","025",,,"9","9999",,,,"9999","4","Washington","53",,,,"0001642951","0000045290","BNA 9814","S","+46844604","-119673898",,6101,3609,2,31,37,1,1346,0,0,9,1066
"G53002700001","1990","WA",,,,,,,,,"0001",,,"99","Grays Harbor","027",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000803648","0000234775","Tract 1","S","+47404953","-124163545",,1321,503,2,775,4,1,7,0,24,0,5
"G53002700002","1990","WA",,,,,,,,,"0002",,,"99","Grays Harbor","027",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000321983","0000306426","Tract 2","S","+47116357","-124151990",,4391,4084,18,203,27,1,40,0,2,5,11
"G53002700003","1990","WA",,,,,,,,,"0003",,,"99","Grays Harbor","027",,,"9","9999",,,,"9999","4","Washington","53",,,,"0001430970","0000017294","Tract 3","S","+47267485","-123807703",,3548,3396,0,84,29,0,28,0,0,0,11
"G53002700004","1990","WA",,,,,,,,,"0004",,,"99","Grays Harbor","027",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000676660","0000003239","Tract 4","S","+47195404","-123584150",,6223,6036,7,82,35,3,41,2,0,2,15
"G53002700005","1990","WA",,,,,,,,,"0005",,,"99","Grays Harbor","027",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000132950","0000000117","Tract 5","S","+47026615","-123429200",,5964,5625,14,75,95,1,122,0,1,0,31
"G53002700006","1990","WA",,,,,,,,,"0006",,,"99","Grays Harbor","027",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000103420","0000000085","Tract 6","S","+47044210","-123276438",,2961,2852,4,50,11,1,25,0,0,7,11
"G53002700007","1990","WA",,,,,,,,,"0007",,,"99","Grays Harbor","027",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000984043","0000001173","Tract 7","S","+46877516","-123467549",,3603,3127,3,396,20,2,20,1,11,0,23
"G53002700008","1990","WA",,,,,,,,,"0008",,,"99","Grays Harbor","027",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000086001","0000004499","Tract 8","S","+46975436","-123701772",,3884,3754,0,56,34,2,22,0,0,0,16
"G53002700009","1990","WA",,,,,,,,,"0009",,,"99","Grays Harbor","027",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000024223","0000002954","Tract 9","S","+46952770","-123795140",,5580,5184,11,139,92,1,82,0,8,7,56
"G53002700010","1990","WA",,,,,,,,,"0010",,,"99","Grays Harbor","027",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000006415","0000000469","Tract 10","S","+46986753","-123801003",,3612,3226,23,141,101,5,46,0,2,2,66
"G53002700011","1990","WA",,,,,,,,,"0011",,,"99","Grays Harbor","027",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000005537","0000000049","Tract 11","S","+46986862","-123826696",,4343,4140,2,63,74,0,44,0,2,0,18
"G53002700012","1990","WA",,,,,,,,,"0012",,,"99","Grays Harbor","027",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000003446","0000001377","Tract 12","S","+46968060","-123835902",,4519,4191,12,136,55,1,60,0,3,2,59
"G53002700013","1990","WA",,,,,,,,,"0013",,,"99","Grays Harbor","027",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000042283","0000005168","Tract 13","S","+47006185","-123826814",,3977,3701,2,126,29,0,59,0,10,5,45
"G53002700014","1990","WA",,,,,,,,,"0014",,,"99","Grays Harbor","027",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000028385","0000000619","Tract 14","S","+47021470","-123887527",,2223,2075,6,99,21,0,8,0,0,0,14
"G53002700015","1990","WA",,,,,,,,,"0015",,,"99","Grays Harbor","027",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000019031","0000056576","Tract 15","S","+46983078","-123957478",,3886,3684,5,110,39,0,23,0,5,0,20
"G53002700016","1990","WA",,,,,,,,,"0016",,,"99","Grays Harbor","027",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000296663","0000161177","Tract 16","S","+46859078","-124010858",,4140,3998,7,74,16,1,27,0,5,0,12
"G5300270001798","1990","WA",,,,,,,,,"001798",,,"99","Grays Harbor","027",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000000041","0000000000","Tract 17.98","S","+47258065","-123500188",,0,0,0,0,0,0,0,0,0,0,0
"G53002909701","1990","WA",,,,,,,,,"9701",,,"99","Island","029",,,"9","9999",,,,"9999","4","Washington","53",,,,"0000038277","0000010960","BNA 9701","S","+48374023","-122625903",,3573,3250,48,35,133,4,46,0,3,8,46
